system:index,date,id,lat,lng,value,.geo
00000000000000000b14,2013-02-06,2837,33.856109619140625,-118.278661,0.10471760188772924,
000000000000000015a9,2013-02-06,5546,33.389833,-111.7246474,0.35097197125641144,
00000000000000001756,2013-02-06,5975,34.7511071,-111.9045296,0.13475030361146556,
000000000000000019e5,2013-02-06,6630,33.2968526,-111.9476795,0.21402523214050623,
00000000000000001ae4,2013-02-06,6885,32.30894088745117,-110.84423065185547,0.13555614494402765,
00000000000000000589,2013-02-07,1418,34.2795107,-114.0590212,0.18590212698298691,
0000000000000000134a,2013-02-07,4939,34.2813683,-118.2946014,0.1938982217793175,
000000000000000016c2,2013-02-07,5827,33.9667473,-117.9106808,0.32346003976782073,
00000000000000001966,2013-02-07,6503,34.1275214,-118.2714272,0.2233559640273001,
000000000000000021c0,2013-02-07,8641,43.9105698,-123.0387211,0.3991947109701207,
0000000000000000252d,2013-02-07,9518,34.5745709,-114.4036388,0.12203043539234411,
0000000000000000086e,2013-02-08,2159,47.7496256,-122.3593926,0.14010190514243717,
00000000000000000b20,2013-02-08,2849,37.9490708,-122.5377703,0.5336215633490329,
00000000000000001626,2013-02-08,5671,37.908721,-122.6846695,0.3854361550442992,
00000000000000001ed3,2013-02-08,7892,49.0521848,-123.0330408,0.21558806590177484,
000000000000000003c4,2013-02-09,965,48.55059051513672,-123.38774108886719,0.3932336794167753,
000000000000000006e4,2013-02-09,1765,39.7358878,-121.8443012,0.19311780315701563,
00000000000000000d74,2013-02-09,3445,36.5096189,-121.4438796,0.4764576248442293,
00000000000000000e50,2013-02-09,3665,32.5933724,-117.0419006,0.3588339682352446,
00000000000000000fa2,2013-02-09,4003,36.83998107910156,-121.74321746826172,0.2134360831284656,
000000000000000010fb,2013-02-09,4348,48.1882701,-122.3534089,0.32355516613028334,
000000000000000013ac,2013-02-09,5037,49.2930384,-123.1266022,0.0712809888844234,
00000000000000001af3,2013-02-09,6900,38.70357894897461,-121.167643,0.2638382402360042,
0000000000000000234f,2013-02-09,9040,33.8455404,-118.2675648,0.08463813968953272,
000000000000000000b3,2013-02-10,180,34.483748,-114.355492,0.24140174317078145,
00000000000000000ad3,2013-02-10,2772,32.8308969,-117.2089425,0.3649038495499032,
00000000000000000fa9,2013-02-10,4010,45.207911,-123.193908,0.2895457503270382,
0000000000000000138e,2013-02-10,5007,38.9660555,-122.7138627,0.1971912688406609,
0000000000000000147e,2013-02-10,5247,49.2909049987793,-122.804301,0.3564613316561342,
00000000000000001f31,2013-02-10,7986,35.4488410949707,-118.91107177734375,0.34662452141119066,
000000000000000024ba,2013-02-10,9403,33.820444,-118.0863762,0.40763359409378025,
00000000000000001575,2013-02-11,5494,31.9724058,-110.960412,0.18903986350748653,
000000000000000024f3,2013-02-11,9460,34.4140616,-119.3379593,0.3469737402421126,
00000000000000002598,2013-02-11,9625,33.6278417,-112.2809815,0.13891671623085683,
000000000000000001af,2013-02-12,432,37.8775745,-122.4591999,0.13774137399436534,
00000000000000001a9f,2013-02-12,6816,31.846063,-111.001592,0.12196933788912051,
00000000000000001f37,2013-02-12,7992,32.3142659,-110.8111954,0.13755608702525085,
000000000000000021de,2013-02-12,8671,38.0020978,-122.3587918,0.3905203194884055,
00000000000000002521,2013-02-12,9506,37.8423258,-122.5167847,0.347998323681872,
0000000000000000013f,2013-02-13,320,34.95819854736328,-120.62840270996094,0.32993431428149983,
