system:index,date,id,lat,lng,value,.geo
000000000000000018c5,2013-01-09,6342,39.4977573,-121.5382183,0.312061636499632,
00000000000000001a4c,2013-01-09,6733,49.247951,-123.241999,0.2699077948491541,
000000000000000001c5,2013-01-10,454,47.2252428,-122.4355111,0.24791071718105168,
000000000000000008c8,2013-01-10,2249,38.5616066,-121.3947034,0.25992543139263896,
0000000000000000095c,2013-01-10,2397,34.144371032714844,-117.99968719482422,0.19805714937588192,
000000000000000009ea,2013-01-10,2539,34.46289825439453,-114.341552734375,0.14003399450361378,
00000000000000001111,2013-01-10,4370,34.5157565,-119.7792056,0.21519634332115128,
0000000000000000028c,2013-01-11,653,40.14760208129883,-122.3433155,0.3976899154927346,
00000000000000001445,2013-01-11,5190,37.7378698,-122.2077942,0.14600019418685778,
00000000000000001531,2013-01-11,5426,33.3083623,-111.9893356,0.15753460794758126,
00000000000000001734,2013-01-11,5941,37.8963917,-122.5261289,0.2543292920117298,
0000000000000000003f,2013-01-12,64,36.639062,-120.626238,0.2904666501781513,
00000000000000000067,2013-01-12,104,46.1879054,-123.8403067,0.181268483617047,
000000000000000002ee,2013-01-12,751,37.9225531,-122.0475177,0.2611350595858466,
000000000000000009fd,2013-01-12,2558,38.3727304,-122.7006569,0.3708831442090865,
00000000000000001dc6,2013-01-12,7623,38.266454,-121.453053,0.2611629254987365,
00000000000000002126,2013-01-12,8487,37.0138511,-122.0732483,0.4468491584178261,
000000000000000021b5,2013-01-12,8630,37.1809443,-122.2680477,0.4270615669769378,
0000000000000000069c,2013-01-13,1693,37.2613713,-122.3257172,0.3426839603918144,
00000000000000000731,2013-01-13,1842,33.7576708,-118.3562828,0.323392710451756,
00000000000000000a24,2013-01-13,2597,55.4483682,-131.8252066,0.4666780598353509,
00000000000000000e75,2013-01-13,3702,33.74720001220703,-118.41200256347656,0.1680718173641161,
00000000000000001dd8,2013-01-13,7641,32.778342,-117.2198569,0.14238817223633257,
00000000000000001e2a,2013-01-13,7723,39.5436413,-123.3803472,0.44216294884149215,
000000000000000023dc,2013-01-13,9181,43.9028077,-123.0067205,0.37798327481428873,
00000000000000002505,2013-01-13,9478,37.8912473,-122.1856499,0.3595077950673093,
00000000000000002541,2013-01-13,9538,37.7573817,-122.3973083,0.13622996149745792,
0000000000000000258b,2013-01-13,9612,38.8054156,-121.1050844,0.28890230510648474,
000000000000000004cb,2013-01-14,1228,40.9087142,-124.0504721,0.34441847294445493,
00000000000000000547,2013-01-14,1352,36.9693939,-122.0140962,0.23576621406493511,
00000000000000001d48,2013-01-14,7497,37.5085686,-122.0650652,-0.0015116345437556505,
0000000000000000204d,2013-01-14,8270,38.3215923,-123.0532265,0.07609215880431199,
00000000000000000deb,2013-01-15,3564,47.50080871582031,-122.2854232788086,0.2397416406522166,
00000000000000001a06,2013-01-15,6663,37.8893104,-122.3105663,0.18286951649976083,
00000000000000002011,2013-01-15,8210,37.2612882,-122.3847253,0.3610097438444372,
00000000000000002529,2013-01-15,9514,45.222207,-123.228711,0.37249198970452685,
00000000000000000150,2013-01-16,337,37.0032008,-122.1401644,0.46166388345022863,
0000000000000000029b,2013-01-16,668,34.2341512,-118.8783951,0.2593850930602821,
00000000000000001f7c,2013-01-16,8061,37.4143994,-122.143169,0.2640986573059699,
000000000000000026f0,2013-01-16,9969,45.2469448,-123.1091666,0.3290991464826514,
00000000000000000ae6,2013-01-17,2791,36.8967045,-113.9229903,0.15548956835384511,
00000000000000000f00,2013-01-17,3841,48.4446323,-123.3245373,0.29601030854388144,
0000000000000000161b,2013-01-17,5660,33.781733,-111.8442911,0.17906826366628098,
0000000000000000169e,2013-01-17,5791,34.0392857,-117.1722591,0.27309768802429873,
000000000000000016c6,2013-01-17,5831,33.3568966,-111.8674922,0.1599594451129401,
000000000000000019d9,2013-01-17,6618,33.3566995,-111.9198704,0.17654452921526212,
00000000000000001fda,2013-01-17,8155,40.1563601,-122.2062278,0.3552406257919258,
00000000000000002438,2013-01-17,9273,33.4230548,-111.7097438,0.15586672624158315,
000000000000000006fd,2013-01-19,1790,49.1147462,-121.9725871,0.3439107887802652,
0000000000000000082c,2013-01-19,2093,33.661991119384766,-112.35276794433594,0.16607400317009027,
000000000000000009fc,2013-01-19,2557,34.0457898,-118.4098687,0.37152057674217687,
00000000000000000c83,2013-01-19,3204,46.18782043457031,-123.840253,0.181268483617047,
0000000000000000130a,2013-01-19,4875,48.394674,-123.6183398,0.38815484468789485,
000000000000000017e3,2013-01-19,6116,33.2121643,-111.8889078,0.1856239424518843,
00000000000000001955,2013-01-19,6486,34.26702880859375,-118.38674926757812,0.1747389183897819,
00000000000000001b41,2013-01-19,6978,33.6864748,-117.9405834,0.22762206276133373,
00000000000000002447,2013-01-19,9288,42.4280974,-124.3991911,0.188871131459816,
00000000000000000252,2013-01-20,595,34.0334854,-118.4162201,0.20908244462701697,
000000000000000002c9,2013-01-20,714,34.634856,-120.034204,0.3594588753227865,
00000000000000000e5a,2013-01-20,3675,35.346839904785156,-120.8387680053711,0.17121037786038684,
0000000000000000125b,2013-01-20,4700,33.64297866821289,-117.6820068359375,0.22869330831896706,
00000000000000001511,2013-01-20,5394,38.5744743,-121.3551307,0.27393254695415087,
00000000000000001f40,2013-01-20,8001,33.5504617,-117.7084208,0.2558041209590836,
000000000000000005c0,2013-01-21,1473,34.1577035,-117.6668015,0.28600032365669015,
00000000000000000645,2013-01-21,1606,49.255741119384766,-123.12344360351562,0.19700114800036317,
000000000000000006b3,2013-01-21,1716,33.7897409,-116.9956398,0.2574741978387376,
00000000000000000852,2013-01-21,2131,35.1223133,-120.5786614,0.21797202429531914,
00000000000000000b84,2013-01-21,2949,37.421409606933594,-122.0704116821289,0.17077549584835067,
00000000000000000beb,2013-01-21,3052,34.3875698,-118.4985512,0.22063258534917465,
000000000000000010ab,2013-01-21,4268,38.081199645996094,-122.25650787353516,0.18663853487265428,
0000000000000000148e,2013-01-21,5263,40.9717898,-124.0358913,0.4813167420220659,
00000000000000001faa,2013-01-21,8107,38.0977868,-122.1522741,0.4071609031957938,
000000000000000020bb,2013-01-21,8380,36.9412657,-121.4320097,0.34979064653126263,
0000000000000000240f,2013-01-21,9232,46.1896063,-123.8346794,0.181268483617047,
000000000000000000ee,2013-01-22,239,37.5919467,-122.345078,0.10688686226094712,
00000000000000000752,2013-01-22,1875,34.0421519,-117.1884584,0.2521873081803784,
00000000000000001265,2013-01-22,4710,34.413935,-119.557932,-0.015512837234686095,
0000000000000000157b,2013-01-22,5500,34.1284232,-117.193371,0.24210278864206242,
0000000000000000181a,2013-01-22,6171,48.5960597,-123.393727,0.33560992759782177,
00000000000000002105,2013-01-22,8454,45.2296896,-123.1878948,0.27345062097219475,
000000000000000004c0,2013-01-24,1217,45.4772555,-122.8570175,0.31226385705109366,
000000000000000012dc,2013-01-24,4829,37.85089111328125,-122.47928619384766,0.18565322904898207,
00000000000000001552,2013-01-24,5459,33.4230548,-111.7097438,0.15586672624158315,
000000000000000018b8,2013-01-24,6329,33.602149963378906,-117.27458190917969,0.23666632875720048,
00000000000000002029,2013-01-24,8234,45.207321,-123.244418,0.3407447934182766,
000000000000000007cf,2013-01-25,2000,34.2810694,-114.0700933,0.10421298260735463,
00000000000000001957,2013-01-25,6488,34.2491377,-118.2537997,0.2620340771159194,
00000000000000001e40,2013-01-25,7745,45.2209844,-123.0765724,0.386670161255728,
00000000000000000704,2013-01-26,1797,48.5983803,-123.4700632,0.34852633304850195,
00000000000000000e86,2013-01-26,3719,34.3915239,-119.4761467,0.4078768189826861,
00000000000000001007,2013-01-26,4104,34.65771484375,-120.429112,0.3170850837838894,
00000000000000001259,2013-01-26,4698,37.719843,-122.3784166,0.13364834463790526,
000000000000000013f4,2013-01-26,5109,39.0379921,-122.7630428,0.015371130642870347,
0000000000000000054b,2013-01-27,1356,38.8769164,-121.2943527,0.2685405162385398,
00000000000000000b61,2013-01-27,2914,33.921531677246094,-118.17452239990234,0.19444744581896908,
00000000000000001703,2013-01-27,5892,39.6976775,-121.9132233,0.2636579482808285,
000000000000000018e0,2013-01-27,6369,32.9773481,-115.5472429,0.23705607837618017,
000000000000000019ad,2013-01-27,6574,33.8078748,-111.9033962,0.2253970291872967,
00000000000000001ede,2013-01-27,7903,37.8790013,-122.0898361,0.33832299145396805,
0000000000000000209a,2013-01-27,8347,31.4667394,-110.2824783,0.15964832334314957,
000000000000000000a9,2013-01-28,170,48.4103064,-123.3370565,0.2837191405096891,
00000000000000000415,2013-01-28,1046,33.6491042,-117.9501945,0.15320563986339492,
000000000000000008a2,2013-01-28,2211,48.4616688,-123.4066973,0.3200290917617406,
00000000000000000562,2013-01-29,1379,37.769569396972656,-122.46134948730469,0.29017885229986906,
00000000000000000ac8,2013-01-29,2761,38.8294824,-121.2546444,0.3703391484042784,
00000000000000000d96,2013-01-29,3479,33.5546283,-111.6221237,0.19080172241061605,
000000000000000013ef,2013-01-29,5104,33.7617383,-116.4241791,0.42925946034768925,
00000000000000001ee7,2013-01-29,7912,33.9684202,-117.983551,0.2621092731592085,
00000000000000002606,2013-01-29,9735,33.46862030029297,-111.61305236816406,0.20607659425877783,
000000000000000026cb,2013-01-29,9932,31.6130239,-111.0478842,0.190613479408102,
00000000000000000a50,2013-01-30,2641,37.606677,-120.96009826660156,0.2374751920648403,
00000000000000000ee8,2013-01-30,3817,37.0032008,-122.1401644,0.46166388345022863,
000000000000000012d8,2013-01-30,4825,39.1646402,-121.7475915,0.3008419528092836,
00000000000000001514,2013-01-30,5397,40.2874876,-123.8012323,0.5279604025896685,
00000000000000001880,2013-01-30,6273,38.0612026,-122.5123215,0.2561861780904587,
00000000000000000488,2013-01-31,1161,39.2981322,-123.1083512,0.41915469301214603,
00000000000000001650,2013-01-31,5713,49.2289767,-123.2009196,0.31326491898421427,
0000000000000000188a,2013-01-31,6283,48.4446323,-123.3245373,0.29601030854388144,
00000000000000001ad3,2013-01-31,6868,23.4519475,-110.2285337,,
000000000000000002d4,2013-02-01,725,34.0688202,-118.4422376,0.2790555423364366,
000000000000000002d6,2013-02-01,727,32.6751084,-117.1682239,0.048511965622187965,
0000000000000000080a,2013-02-01,2059,44.583177,-123.276734,0.3051625849381437,
000000000000000009c8,2013-02-01,2505,49.37296676635742,-123.292598,0.18890870479636374,
00000000000000000ee6,2013-02-01,3815,34.4194428,-119.85671997070312,0.26137953566950534,
00000000000000001434,2013-02-01,5173,38.1344158,-122.5740628,0.4343418719834784,
00000000000000001c0f,2013-02-01,7184,34.5987018,-112.414341,0.15324147012646505,
00000000000000000072,2013-02-02,115,38.5787477,-121.3413772,0.27295013943394975,
0000000000000000121b,2013-02-02,4636,37.69282150268555,-122.44689178466797,0.36530516559913706,
00000000000000000762,2013-02-03,1891,45.52500915527344,-122.6216812133789,0.30671584791687007,
00000000000000000d5e,2013-02-03,3423,37.635492,-122.427821,0.4000914564313653,
00000000000000001bd4,2013-02-03,7125,32.3171674,-110.9840155,0.19187608456750532,
0000000000000000220d,2013-02-03,8718,42.0477072,-122.6004159,0.22742653886166586,
000000000000000022a6,2013-02-03,8871,48.0880013,-122.8786011,0.31186844422129095,
00000000000000002609,2013-02-03,9738,33.9775505065918,-118.0850830078125,0.21180670602183668,
0000000000000000066d,2013-02-04,1646,34.1333339,-118.8527584,0.2768915225848063,
00000000000000001361,2013-02-04,4962,35.318939208984375,-120.31462097167969,0.2822520924552576,
0000000000000000143d,2013-02-05,5182,37.7046277,-121.8493223,0.31299263020785545,
000000000000000015cb,2013-02-05,5580,38.6072732,-121.396656,0.24990798335784606,
00000000000000002377,2013-02-05,9080,44.925659,-123.065522,0.2640689480089042,
00000000000000000851,2013-02-06,2130,49.162069,-123.968486,0.3228930497373705,
00000000000000000b14,2013-02-06,2837,33.856109619140625,-118.278661,0.2669325414627381,
000000000000000015a9,2013-02-06,5546,33.389833,-111.7246474,0.25506321967651063,
00000000000000001756,2013-02-06,5975,34.7511071,-111.9045296,0.13905539137009162,
000000000000000019e5,2013-02-06,6630,33.2968526,-111.9476795,0.17238540343151865,
00000000000000001ae4,2013-02-06,6885,32.30894088745117,-110.84423065185547,0.16376285552334022,
00000000000000000589,2013-02-07,1418,34.2795107,-114.0590212,0.16135726261303066,
0000000000000000134a,2013-02-07,4939,34.2813683,-118.2946014,0.2669741287180562,
000000000000000016c2,2013-02-07,5827,33.9667473,-117.9106808,0.2872785677715442,
00000000000000001966,2013-02-07,6503,34.1275214,-118.2714272,0.18375357350790147,
000000000000000021c0,2013-02-07,8641,43.9105698,-123.0387211,0.33066906192519796,
0000000000000000252d,2013-02-07,9518,34.5745709,-114.4036388,0.1215710617358703,
0000000000000000086e,2013-02-08,2159,47.7496256,-122.3593926,0.28282093262465,
00000000000000000b20,2013-02-08,2849,37.9490708,-122.5377703,0.27459929210005535,
00000000000000001626,2013-02-08,5671,37.908721,-122.6846695,0.20801123309165445,
00000000000000001ed3,2013-02-08,7892,49.0521848,-123.0330408,0.1496883407160592,
000000000000000003c4,2013-02-09,965,48.55059051513672,-123.38774108886719,0.42474741264574256,
000000000000000006e4,2013-02-09,1765,39.7358878,-121.8443012,0.250491002868504,
00000000000000000d74,2013-02-09,3445,36.5096189,-121.4438796,0.18981073858671055,
00000000000000000e50,2013-02-09,3665,32.5933724,-117.0419006,0.21016580170205626,
00000000000000000fa2,2013-02-09,4003,36.83998107910156,-121.74321746826172,0.3076726468533267,
000000000000000010fb,2013-02-09,4348,48.1882701,-122.3534089,0.26934000852935436,
000000000000000013ac,2013-02-09,5037,49.2930384,-123.1266022,0.18461370878890349,
00000000000000001af3,2013-02-09,6900,38.70357894897461,-121.167643,0.26216243287205465,
0000000000000000234f,2013-02-09,9040,33.8455404,-118.2675648,0.19592550043362014,
000000000000000000b3,2013-02-10,180,34.483748,-114.355492,0.10849241753623884,
00000000000000000ad3,2013-02-10,2772,32.8308969,-117.2089425,0.22504904029778547,
00000000000000000fa9,2013-02-10,4010,45.207911,-123.193908,0.26715760402573135,
0000000000000000138e,2013-02-10,5007,38.9660555,-122.7138627,0.19758255049971088,
0000000000000000147e,2013-02-10,5247,49.2909049987793,-122.804301,0.29168103153071673,
00000000000000001f31,2013-02-10,7986,35.4488410949707,-118.91107177734375,0.38098922833781584,
000000000000000024ba,2013-02-10,9403,33.820444,-118.0863762,0.334315715815982,
00000000000000001575,2013-02-11,5494,31.9724058,-110.960412,0.15094666451137176,
000000000000000024f3,2013-02-11,9460,34.4140616,-119.3379593,0.32622959906685056,
00000000000000002598,2013-02-11,9625,33.6278417,-112.2809815,0.15119412862227766,
000000000000000001af,2013-02-12,432,37.8775745,-122.4591999,0.2004268778485202,
00000000000000001a9f,2013-02-12,6816,31.846063,-111.001592,0.13620563428346555,
00000000000000001f37,2013-02-12,7992,32.3142659,-110.8111954,0.20175224439138323,
000000000000000021de,2013-02-12,8671,38.0020978,-122.3587918,0.31731545512519344,
00000000000000002521,2013-02-12,9506,37.8423258,-122.5167847,0.36229736964703885,
0000000000000000013f,2013-02-13,320,34.95819854736328,-120.62840270996094,0.340734284045363,
00000000000000000866,2013-02-13,2151,47.1681043,-122.4630955,0.21805235647357332,
000000000000000011d2,2013-02-13,4563,31.5530858,-110.2601624,0.13278274203134263,
00000000000000001672,2013-02-13,5747,49.2729932,-123.1834319,0.07721790233316825,
000000000000000016fa,2013-02-13,5883,36.810556,-121.7671394,0.29401242030174557,
00000000000000001b50,2013-02-13,6993,33.71648025512695,-118.075215,-0.03720563072990844,
00000000000000000637,2013-02-14,1592,35.7812385559082,-121.33006286621094,0.2628799707625495,
0000000000000000007e,2013-02-15,127,34.0990833,-118.1420267,0.2062258157877762,
0000000000000000018b,2013-02-15,396,34.108811,-117.6338983,0.21126556723752818,
000000000000000001ae,2013-02-15,431,36.9987398,-122.0572364,0.30503047352537427,
000000000000000003c3,2013-02-15,964,45.5372269,-123.1206036,0.4237021139341335,
000000000000000004f3,2013-02-15,1268,48.02019119262695,-122.73136138916016,0.241324051124084,
00000000000000000a88,2013-02-15,2697,32.3194885,-110.9775352,0.17363857095592,
00000000000000000c71,2013-02-15,3186,33.5499789,-111.5647888,0.2346691941292994,
00000000000000001167,2013-02-15,4456,34.0858135,-117.2555475,0.23232314327322257,
000000000000000018cb,2013-02-15,6348,38.7639852,-121.3399675,0.37320490911128507,
00000000000000001b75,2013-02-15,7030,36.4883162,-121.1511326,0.2796727806727403,
00000000000000000147,2013-02-16,328,45.464258,-122.7026596069336,0.3644905482789875,
000000000000000001cb,2013-02-16,460,37.741289,-120.9448278,0.24943708327067535,
00000000000000000434,2013-02-16,1077,35.2775594,-120.8896387,0.01059407238965872,
00000000000000000883,2013-02-16,2180,38.0132057,-122.2877884,0.22853740476335044,
00000000000000000ce8,2013-02-16,3305,33.887322,-118.108998,0.1942550831704267,
00000000000000001953,2013-02-16,6484,33.4577523,-112.0613086,0.15188095467378543,
00000000000000001990,2013-02-16,6545,33.5890978,-111.9751024,0.23802959364494503,
00000000000000001a7b,2013-02-16,6780,48.4612191,-123.3450723,0.370753685621824,
0000000000000000243e,2013-02-16,9279,47.9548694,-122.4383354,0.41422070261401683,
00000000000000002569,2013-02-16,9578,38.05611038208008,-122.166562,0.21050686877442046,
000000000000000026af,2013-02-16,9904,32.26185607910156,-111.002775,0.1342880344762074,
000000000000000001eb,2013-02-17,492,39.9587302,-120.8893973,0.27335323711293874,
0000000000000000023e,2013-02-17,575,45.4087925,-122.7862179,0.4317495993600478,
0000000000000000025b,2013-02-17,604,33.6304063,-117.5543947,0.33515679905869755,
000000000000000002bd,2013-02-17,702,37.2805556,-122.1194444,0.4029639128889137,
000000000000000003f8,2013-02-17,1017,42.176222,-122.6862363,0.2539525961506683,
00000000000000000986,2013-02-17,2439,37.581441,-122.385846,0.3054443434669711,
00000000000000000f3e,2013-02-17,3903,34.2045265,-118.0791235,0.2567603577399392,
0000000000000000186c,2013-02-17,6253,31.9888595,-112.7341461,0.18249662284223528,
00000000000000001a12,2013-02-17,6675,39.294348,-121.113264,0.33107360008067366,
00000000000000001c9c,2013-02-17,7325,37.8954637,-122.5661159,0.4183694927999186,
00000000000000001f3f,2013-02-17,8000,36.2187258,-121.5026093,0.2532828405511186,
0000000000000000223f,2013-02-17,8768,33.257850646972656,-116.407697,0.18795732766110573,
00000000000000002307,2013-02-17,8968,34.0909894,-117.8205907,0.3126979058586595,
000000000000000002f2,2013-02-18,755,34.1000428,-118.5934639,0.35047669534329123,
000000000000000005b3,2013-02-18,1460,48.4591488,-123.3674526,0.244479937932401,
00000000000000000e5e,2013-02-18,3679,33.864821,-117.1883297,0.13074652689322447,
000000000000000019e0,2013-02-18,6625,33.54193115234375,-117.11190032958984,0.316574509433054,
00000000000000002427,2013-02-18,9256,34.211700439453125,-118.80563354492188,0.27576574101729434,
0000000000000000037b,2013-02-19,892,32.209828,-110.789695,0.15308612261203916,
00000000000000001047,2013-02-19,4168,33.9696303,-118.4318018,0.20851749791260676,
00000000000000001714,2013-02-19,5909,48.4355219,-123.3211899,0.2464498547707324,
00000000000000000bcf,2013-02-20,3024,37.031713,-119.4482088,0.381465285034391,
00000000000000000c3b,2013-02-20,3132,45.3004901,-122.6846695,0.36220338290042914,
000000000000000023bb,2013-02-20,9148,42.4686137,-122.9459624,0.31849844307460035,
000000000000000005f4,2013-02-21,1525,38.516336,-122.09147644042969,0.34488507310007804,
0000000000000000091f,2013-02-21,2336,34.0777674,-117.8616285,0.2723215770060095,
00000000000000001841,2013-02-21,6210,34.1050804,-117.1103512,0.2576747618114504,
000000000000000018d4,2013-02-21,6357,38.5854573,-121.4934558,0.19068213143891882,
00000000000000001d8c,2013-02-21,7565,33.289889,-117.2975009,0.38912110837332536,
00000000000000000120,2013-02-22,289,33.8160229,-117.92376708984375,0.17909900960939779,
00000000000000000801,2013-02-22,2050,38.1998729,-122.3158513,0.09786851141113705,
00000000000000001963,2013-02-22,6500,38.7288418,-121.2505146,0.29857397885573056,
0000000000000000238e,2013-02-22,9103,34.062773,-117.91836547851562,0.2603282711492414,
000000000000000004a7,2013-02-23,1192,33.967717,-118.147076,0.16259773764597674,
00000000000000000782,2013-02-23,1923,37.067918,-120.840786,0.28665039123860825,
00000000000000000ba8,2013-02-23,2985,44.0670285,-123.1884402,0.23357775678709297,
00000000000000001122,2013-02-23,4387,32.748351,-117.240774,0.18480974826209237,
00000000000000001251,2013-02-23,4690,37.73586654663086,-122.477211,0.2503093669315308,
00000000000000001505,2013-02-23,5382,38.160723,-122.2344714,0.3039743187147794,
00000000000000001ad6,2013-02-23,6871,34.0446206,-118.9338545,0.07763311052965803,
00000000000000001e5f,2013-02-23,7776,33.2172594,-111.8824621,0.22809149116244917,
00000000000000002034,2013-02-23,8245,37.5485956,-122.2385246,0.1775478632074293,
000000000000000023f5,2013-02-23,9206,48.586463928222656,-123.426239,0.4186581639340738,
00000000000000000325,2013-02-24,806,44.0755389,-123.1125569,0.23874029476783704,
000000000000000007de,2013-02-24,2015,45.6154783,-122.6239872,0.19373813297435918,
00000000000000000917,2013-02-24,2328,34.198413,-112.864133,0.17768606083253038,
00000000000000000d06,2013-02-24,3335,36.8937344,-121.8027484,0.29613164788957547,
00000000000000000da5,2013-02-24,3494,32.6584842,-117.0834053,0.19445007683629517,
000000000000000010ec,2013-02-24,4333,35.107059478759766,-119.8416996,0.2426323700357521,
000000000000000014aa,2013-02-24,5291,33.9715967,-117.3836803,0.2715016765114253,
0000000000000000212b,2013-02-24,8492,33.3083623,-111.9893356,0.15876222978215254,
0000000000000000038b,2013-02-25,908,33.2172202,-111.8808174,0.22809149116244917,
00000000000000000786,2013-02-25,1927,36.9794045,-121.9368079,0.19993128701732324,
00000000000000000cc1,2013-02-25,3266,40.8428840637207,-124.077676,0.43133630080168933,
00000000000000001249,2013-02-25,4682,45.3130112,-122.5456254,0.4727875402703758,
00000000000000001497,2013-02-25,5272,33.43389892578125,-111.67011260986328,0.1843692029045246,
00000000000000001814,2013-02-25,6165,33.9735452,-112.7375793,0.1501913953739485,
00000000000000000d17,2013-02-26,3352,32.8442745,-117.2093582,0.2781912259307926,
0000000000000000150f,2013-02-26,5392,32.408889,-111.020753,0.179123210601713,
000000000000000015c3,2013-02-26,5572,33.47761917114258,-117.71717834472656,0.20008821023088616,
00000000000000001cba,2013-02-26,7355,33.6602995,-112.4040842,0.2166798853377565,
0000000000000000208a,2013-02-26,8331,33.356951,-111.872572,0.17543239045472372,
0000000000000000235e,2013-02-26,9055,34.445176,-114.2939043,0.1170128039900228,
00000000000000000dcb,2013-02-27,3532,34.0444811,-117.3115611,0.22014255111133443,
000000000000000026f8,2013-02-27,9977,33.8242232,-116.5381622,0.17938866833212067,
0000000000000000040b,2013-02-28,1036,33.2353134,-116.3805342,0.20116750396150038,
00000000000000001a6e,2013-02-28,6767,33.9292247,-116.4822543,0.2621867519491392,
