"scientificName","latitude","longitude","date","effort_distance_km","run","event_id"
"Calypte anna",34.4159446,-119.7550294,2014-01-04,0.483,450,2763
"Calypte anna",38.5788694,-121.752001,2017-04-11,0.644,450,2764
"Calypte anna",33.6868127,-111.8077487,2015-06-12,0.644,450,2765
"Calypte anna",34.396495,-118.553839,2016-03-21,0.483,450,2766
"Calypte anna",44.977337,-123.2578039,2016-06-13,0.644,450,2767
"Calypte anna",34.05305,-118.52862,2015-09-08,0.644,450,2768
"Calypte anna",32.8349469,-117.2784828,2015-02-22,0.483,450,2769
"Calypte anna",32.8202801,-117.0953858,2016-06-14,0.724,450,2770
"Calypte anna",37.63528,-122.481197,2015-12-29,0.644,450,2771
"Calypte anna",32.8308969,-117.2089425,2013-02-10,0.483,450,2772
"Calypte anna",38.471455,-122.661346,2016-09-09,0.483,450,2773
"Calypte anna",37.675098,-122.388008,2016-11-18,0.483,450,2774
"Calypte anna",39.0235571,-122.9208675,2017-12-29,0.563,450,2775
"Calypte anna",44.8390486,-123.2939279,2015-02-25,0.483,450,2776
"Calypte anna",37.0261737,-121.7891172,2013-12-08,0.644,450,2777
"Calypte anna",45.54244,-122.9354,2014-03-25,0.563,450,2778
"Calypte anna",37.750561,-122.47059,2017-07-19,0.62,450,2779
"Calypte anna",36.707096,-121.302383,2014-04-19,0.483,450,2780
"Calypte anna",49.028188,-122.284708,2017-04-19,0.5,450,2781
"Calypte anna",35.5491004,-121.075272,2017-02-05,0.483,450,2782
"Calypte anna",33.623366,-117.8885633,2017-11-15,0.644,450,2783
"Calypte anna",36.866374,-121.8167667,2015-09-20,0.46,450,2784
"Calypte anna",48.0558497,-123.2671595,2016-05-17,0.724,450,2785
"Calypte anna",37.40739,-121.95767,2013-09-13,0.644,450,2786
"Calypte anna",48.445112,-123.517708,2017-09-11,0.5,450,2787
"Calypte anna",37.5565538,-122.2476196,2015-02-15,0.483,450,2788
"Calypte anna",43.34672,-123.43203,2015-05-31,0.483,450,2789
"Calypte anna",34.2186513,-118.2175255,2015-10-10,0.483,450,2790
"Calypte anna",36.8967045,-113.9229903,2013-01-17,0.483,450,2791
"Calypte anna",37.7672545,-122.467947,2013-03-22,0.644,450,2792
"Calypte anna",34.215413,-118.248736,2015-11-13,0.483,450,2793
"Calypte anna",36.076184,-115.002087,2017-01-10,0.644,450,2794
"Calypte anna",34.0446748,-118.1256118,2016-12-08,0.483,450,2795
"Calypte anna",36.6586939,-119.4816613,2014-01-19,0.483,450,2796
"Calypte anna",34.455036,-119.8108,2016-09-07,0.644,450,2797
"Calypte anna",37.447551,-119.877711,2015-04-17,0.483,450,2798
"Calypte anna",33.950629,-117.0304084,2013-12-17,0.644,450,2799
"Calypte anna",45.4836532,-122.6512757,2016-03-23,0.644,450,2800
"Calypte anna",39.0702453,-121.0794718,2017-04-09,0.483,450,2801
"Calypte anna",33.003935,-117.11396,2015-01-18,0.483,450,2802
"Calypte anna",48.7403057,-123.6183641,2016-07-20,0.483,450,2803
"Calypte anna",49.3610094,-123.0972415,2016-09-01,0.5,450,2804
"Calypte anna",33.520715,-112.059705,2017-01-08,0.483,450,2805
"Calypte anna",44.6351541,-124.0573254,2017-10-14,0.451,450,2806
"Calypte anna",48.7219785,-122.3370767,2014-09-06,0.697,450,2807
"Calypte anna",32.5743315,-117.1260132,2013-03-03,0.483,450,2808
"Calypte anna",38.2996579,-122.4224997,2016-04-28,0.483,450,2809
"Calypte anna",38.2934101,-122.4878436,2015-11-22,0.644,450,2810
"Calypte anna",37.9357192,-122.5602955,2017-02-01,0.483,450,2811
"Calypte anna",33.3261895,-111.756717,2017-09-07,0.483,450,2812
"Calypte anna",34.1918902,-118.1054091,2017-08-07,0.483,450,2813
"Calypte anna",37.5854614,-122.3236161,2017-01-21,0.483,450,2814
"Calypte anna",36.923942,-121.7939438,2013-01-01,0.483,450,2815
"Calypte anna",42.45076,-122.83189,2017-09-07,0.483,450,2816
"Calypte anna",32.9554634,-116.5980935,2017-06-18,0.467,450,2817
"Calypte anna",34.779822,-120.158084,2015-05-19,0.483,450,2818
"Calypte anna",36.9878569,-121.8118358,2017-04-28,0.644,450,2819
"Calypte anna",38.5135,-121.51739,2015-01-01,0.724,450,2820
"Calypte anna",37.6112759,-120.9448573,2015-11-03,0.644,450,2821
"Calypte anna",37.867242,-122.286083,2017-05-13,0.5,450,2822
"Calypte anna",33.6179072,-117.7015758,2014-01-11,0.483,450,2823
"Calypte anna",37.3631992,-122.0202541,2016-02-16,0.644,450,2824
"Calypte anna",45.6983792,-122.6623321,2015-10-15,0.483,450,2825
"Calypte anna",37.8158951,-122.2418475,2017-10-23,0.644,450,2826
"Calypte anna",49.4112943,-123.5254025,2016-09-03,0.6,450,2827
"Calypte anna",38.1020658,-122.860558,2017-06-25,0.483,450,2828
"Calypte anna",35.7169705,-120.8798647,2017-10-05,0.451,450,2829
"Calypte anna",37.408775,-121.800926,2014-10-28,0.644,450,2830
"Calypte anna",37.463257,-122.428354,2015-04-03,0.483,450,2831
"Calypte anna",44.8485975,-123.2443714,2016-01-10,0.483,450,2832
"Calypte anna",32.2105694,-110.920972,2016-09-15,0.5,450,2833
"Calypte anna",34.0686244,-118.2312316,2014-01-12,0.483,450,2834
"Calypte anna",34.2825141,-118.5246867,2017-05-13,0.644,450,2835
"Calypte anna",33.64547,-117.8619,2016-07-16,0.483,450,2836
"Calypte anna",33.85611,-118.278661,2013-02-06,0.644,450,2837
"Calypte anna",32.3068431,-110.9014834,2015-12-14,0.644,450,2838
"Calypte anna",38.4302277,-122.5928307,2016-10-14,0.483,450,2839
"Calypte anna",38.6364289,-121.060946,2015-01-04,0.483,450,2840
"Calypte anna",33.7603943,-116.3627243,2017-09-19,0.5,450,2841
"Calypte anna",44.5834146,-123.2475686,2014-06-04,0.483,450,2842
"Calypte anna",32.1653593,-110.7751277,2017-05-12,0.724,450,2843
"Calypte anna",34.014791,-118.015718,2017-03-28,0.483,450,2844
"Calypte anna",27.9633239,-111.0913467,2015-03-08,0.644,450,2845
"Calypte anna",33.548517,-111.896105,2016-04-18,0.483,450,2846
"Calypte anna",36.7025844,-121.8037784,2015-10-08,0.483,450,2847
"Calypte anna",32.1837034,-111.0087669,2015-02-11,0.644,450,2848
"Calypte anna",37.9490708,-122.5377703,2013-02-08,0.483,450,2849
"Calypte anna",37.5192912,-120.4379225,2013-11-05,0.644,450,2850
"Calypte anna",38.0565733,-122.1382713,2017-05-08,0.644,450,2851
"Calypte anna",37.28818,-122.06182,2017-04-25,0.644,450,2852
"Calypte anna",48.4564513,-123.395538,2017-04-26,0.5,450,2853
"Calypte anna",35.384723,-120.861506,2017-09-15,0.644,450,2854
"Calypte anna",33.7123637,-118.0124331,2017-12-31,0.483,450,2855
"Calypte anna",38.64054,-122.8611,2014-01-26,0.644,450,2856
"Calypte anna",34.181891,-118.098839,2017-11-11,0.644,450,2857
"Calypte anna",34.1466538,-118.7395692,2017-12-17,0.644,450,2858
"Calypte anna",32.285685,-110.950584,2016-04-13,0.483,450,2859
"Calypte anna",34.1156685,-117.1411657,2016-12-31,0.483,450,2860
"Calypte anna",32.3326879,-106.7437305,2017-12-16,0.483,450,2861
"Calypte anna",49.294272,-124.357751,2017-03-16,0.5,450,2862
"Calypte anna",33.127064,-117.3295212,2014-05-24,0.644,450,2863
"Calypte anna",44.0340738,-123.1352929,2013-07-22,0.644,450,2864
"Calypte anna",34.272536,-114.041209,2013-04-19,0.499,450,2865
"Calypte anna",33.7041,-118.00224,2017-11-11,0.676,450,2866
"Calypte anna",33.7097755,-117.1236992,2015-01-29,0.483,450,2867
"Calypte anna",39.3716692,-120.9908938,2016-06-01,0.483,450,2868
"Calypte anna",38.6848398,-121.0761166,2014-02-16,0.483,450,2869
"Calypte anna",47.7537157,-122.1762782,2017-06-10,0.483,450,2870
"Calypte anna",40.8579672,-123.9884377,2013-05-18,0.644,450,2871
"Calypte anna",36.0770603,-118.9025402,2015-01-01,0.483,450,2872
"Calypte anna",32.9735557,-115.5507445,2015-02-20,0.644,450,2873
"Calypte anna",34.439967,-119.729371,2016-07-07,0.483,450,2874
"Calypte anna",34.298647,-112.558605,2017-04-06,0.483,450,2875
"Calypte anna",34.2851926,-119.274142,2016-07-17,0.55,450,2876
"Calypte anna",34.698874,-118.077991,2016-10-14,0.483,450,2877
"Calypte anna",38.3969378,-123.0249023,2017-04-25,0.644,450,2878
"Calypte anna",33.9174916,-118.0066904,2017-02-18,0.644,450,2879
"Calypte anna",32.2185911,-110.8299564,2017-04-07,0.5,450,2880
"Calypte anna",38.5425389,-121.2411261,2014-01-23,0.483,450,2881
"Calypte anna",47.31475,-122.16377,2013-08-09,0.483,450,2882
"Calypte anna",32.3017885,-111.0094428,2015-10-30,0.483,450,2883
"Calypte anna",37.0712723,-122.0062637,2015-01-10,0.5,450,2884
"Calypte anna",34.5326695,-118.5046935,2015-08-18,0.483,450,2885
"Calypte anna",48.3926239,-123.9788246,2014-01-26,0.483,450,2886
"Calypte anna",45.57913,-122.37781,2013-07-06,0.483,450,2887
"Calypte anna",40.3371002,-121.9089271,2016-05-01,0.483,450,2888
"Calypte anna",37.09711,-121.84638,2014-05-22,0.483,450,2889
"Calypte anna",37.1611155,-122.3593431,2016-05-07,0.483,450,2890
"Calypte anna",38.3133419,-122.2787648,2016-10-11,0.644,450,2891
"Calypte anna",47.3019337,-122.2995472,2013-08-09,0.483,450,2892
"Calypte anna",37.963723,-122.493218,2015-12-26,0.644,450,2893
"Calypte anna",37.4337613,-122.0973602,2016-10-18,0.483,450,2894
"Calypte anna",48.0116441,-122.0497513,2014-05-09,0.483,450,2895
"Calypte anna",41.600282,-122.8580046,2015-05-02,0.483,450,2896
"Calypte anna",33.7469217,-117.6377285,2017-02-25,0.644,450,2897
"Calypte anna",32.116546,-116.510944,2015-04-08,0.5,450,2898
"Calypte anna",34.4097422,-119.7122669,2016-01-02,0.644,450,2899
"Calypte anna",37.48398,-122.44194,2013-08-24,0.483,450,2900
"Calypte anna",32.703786,-114.682669,2016-01-02,0.483,450,2901
"Calypte anna",38.5498401,-122.5273714,2014-03-06,0.483,450,2902
"Calypte anna",37.996926,-123.017992,2017-10-07,0.483,450,2903
"Calypte anna",37.4625045,-122.2822443,2016-03-18,0.483,450,2904
"Calypte anna",33.6392037,-112.4590189,2015-05-29,0.644,450,2905
"Calypte anna",32.2838311,-110.7380462,2014-07-28,0.644,450,2906
"Calypte anna",39.269555,-123.786407,2015-09-07,0.644,450,2907
"Calypte anna",32.201617,-116.9110107,2016-09-02,0.5,450,2908
"Calypte anna",34.0505616,-117.0498419,2013-09-28,0.644,450,2909
"Calypte anna",35.16636,-118.58147,2013-06-24,0.644,450,2910
"Calypte anna",45.698087,-122.7331638,2014-09-15,0.563,450,2911
"Calypte anna",38.142156,-120.489473,2013-03-12,0.644,450,2912
"Calypte anna",35.2564586,-120.627008,2017-12-27,0.644,450,2913
"Calypte anna",33.92153,-118.17452,2013-01-27,0.644,450,2914
"Calypte anna",49.2650655,-124.8200673,2017-03-28,0.5,450,2915
"Calypte anna",32.810345,-117.241191,2016-11-23,0.483,450,2916
"Calypte anna",33.902018,-117.877253,2014-06-02,0.644,450,2917
"Calypte anna",41.8500964,-124.1558182,2017-03-01,0.483,450,2918
"Calypte anna",33.237862,-115.5241156,2013-12-16,0.5,450,2919
"Calypte anna",37.984128,-120.389702,2013-10-16,0.644,450,2920
"Calypte anna",33.1330566,-117.1868759,2016-05-18,0.483,450,2921
"Calypte anna",38.061704,-122.698167,2014-12-27,0.483,450,2922
"Calypte anna",42.2168166,-122.7211729,2016-06-22,0.483,450,2923
"Calypte anna",37.6422379,-121.8836117,2017-04-15,0.563,450,2924
"Calypte anna",34.1043217,-112.8303651,2016-12-16,0.483,450,2925
"Calypte anna",37.9835131,-121.2908649,2015-02-26,0.708,450,2926
"Calypte anna",36.540647,-121.92172,2016-08-31,0.563,450,2927
"Calypte anna",34.5965469,-112.4243832,2017-08-12,0.644,450,2928
"Calypte anna",32.3495125,-110.7467794,2015-03-20,0.563,450,2929
"Calypte anna",33.1095282,-116.5933219,2017-09-02,0.483,450,2930
"Calypte anna",37.7980449,-122.2633857,2014-07-23,0.5,450,2931
"Calypte anna",34.1950495,-118.6200178,2015-03-02,0.483,450,2932
"Calypte anna",47.4208607,-122.305715,2014-12-28,0.644,450,2933
"Calypte anna",31.86077,-110.987956,2013-05-28,0.644,450,2934
"Calypte anna",36.6056065,-120.839138,2015-08-28,0.483,450,2935
"Calypte anna",40.5946195,-124.2527638,2017-01-01,0.483,450,2936
"Calypte anna",34.457669,-119.766915,2015-05-05,0.483,450,2937
"Calypte anna",33.3813673,-117.3221054,2017-08-03,0.5,450,2938
"Calypte anna",48.0583226,-122.9198055,2016-01-04,0.483,450,2939
"Calypte anna",32.243659,-110.9196854,2016-11-07,0.644,450,2940
"Calypte anna",37.9002725,-122.2488427,2016-05-01,0.644,450,2941
"Calypte anna",40.3136813,-123.7995457,2016-03-31,0.644,450,2942
"Calypte anna",33.618878,-117.852884,2017-12-31,0.512,450,2943
"Calypte anna",49.342321,-124.4476104,2016-04-17,0.5,450,2944
"Calypte anna",39.0294248,-122.4479749,2016-12-12,0.563,450,2945
"Calypte anna",44.5960855,-123.3034927,2014-02-16,0.483,450,2946
"Calypte anna",37.0870561,-113.5551596,2017-03-09,0.644,450,2947
"Calypte anna",39.2603596,-120.9028955,2016-06-09,0.644,450,2948
"Calypte anna",37.42141,-122.07041,2013-01-21,0.563,450,2949
"Calypte anna",49.3147717,-124.3480682,2017-03-01,0.6,450,2950
"Calypte anna",33.5672521,-117.1420026,2017-11-10,0.644,450,2951
"Calypte anna",34.3103254,-112.5686699,2017-04-06,0.483,450,2952
"Calypte anna",33.365865,-116.415958,2017-04-15,0.483,450,2953
"Calypte anna",45.465387,-122.783126,2017-12-30,0.677,450,2954
"Calypte anna",36.9646721,-122.112667,2014-12-20,0.5,450,2955
"Calypte anna",44.31243,-124.10687,2015-10-29,0.563,450,2956
"Calypte anna",38.05929,-122.85061,2014-11-08,0.483,450,2957
"Calypte anna",38.05555,-122.52191,2016-03-23,0.483,450,2958
"Calypte anna",36.502268,-121.200151,2017-04-23,0.6,450,2959
"Calypte anna",33.371629,-112.4019693,2016-03-04,0.483,450,2960
"Calypte anna",34.1385808,-118.3404843,2016-10-07,0.5,450,2961
"Calypte anna",34.1581167,-118.3944034,2015-02-22,0.644,450,2962
"Calypte anna",34.0551939,-117.1971096,2016-01-01,0.483,450,2963
"Calypte anna",32.7149441,-116.7606032,2013-09-15,0.692,450,2964
"Calypte anna",49.247951,-123.241999,2016-02-26,0.5,450,2965
"Calypte anna",33.3827723,-112.1172622,2017-05-12,0.483,450,2966
"Calypte anna",34.713242,-119.860941,2016-07-17,0.5,450,2967
"Calypte anna",44.082995,-123.172747,2014-01-25,0.483,450,2968
"Calypte anna",33.6511369,-112.0110708,2015-02-09,0.483,450,2969
"Calypte anna",34.8212285,-111.8185955,2013-11-06,0.483,450,2970
"Calypte anna",47.080128,-122.193037,2015-05-09,0.644,450,2971
"Calypte anna",35.368179,-120.846437,2016-01-16,0.483,450,2972
"Calypte anna",36.9550275,-121.7433107,2013-05-06,0.483,450,2973
"Calypte anna",46.0504429,-123.9196873,2016-12-25,0.483,450,2974
"Calypte anna",48.559584,-122.394554,2017-12-27,0.482,450,2975
"Calypte anna",47.4155559,-122.4763403,2017-05-02,0.483,450,2976
"Calypte anna",37.76872,-122.50103,2013-05-03,0.644,450,2977
"Calypte anna",33.0226753,-113.0496114,2014-02-22,0.483,450,2978
"Calypte anna",44.4154096,-123.0257714,2017-11-19,0.595,450,2979
"Calypte anna",37.873274,-122.274235,2017-10-21,0.5,450,2980
"Calypte anna",33.631959,-111.962681,2014-10-28,0.483,450,2981
"Calypte anna",37.288692,-121.841804,2016-08-19,0.483,450,2982
"Calypte anna",48.7741061,-123.2757007,2017-12-16,0.5,450,2983
"Calypte anna",37.381194,-122.0835757,2017-07-29,0.483,450,2984
"Calypte anna",44.0670285,-123.1884402,2013-02-23,0.483,450,2985
"Calypte anna",38.0154694,-122.5896296,2017-04-02,0.5,450,2986
"Calypte anna",44.5386418,-123.2596493,2017-02-04,0.483,450,2987
"Calypte anna",33.8287776,-118.3558846,2016-05-23,0.483,450,2988
"Calypte anna",47.9085782,-122.0269931,2016-05-30,0.644,450,2989
"Calypte anna",33.875237,-117.212802,2016-12-20,0.483,450,2990
"Calypte anna",49.2279812,-123.9490653,2016-03-19,0.5,450,2991
"Calypte anna",36.5289705,-121.8343449,2017-07-16,0.483,450,2992
"Calypte anna",37.0015341,-122.0582006,2015-04-08,0.5,450,2993
"Calypte anna",34.0337846,-118.4169862,2016-03-15,0.547,450,2994
"Calypte anna",33.6511726,-116.2719154,2014-12-23,0.644,450,2995
"Calypte anna",33.6393204,-117.908991,2015-03-20,0.644,450,2996
"Calypte anna",45.89077,-123.962009,2017-11-30,0.648,450,2997
"Calypte anna",33.4417017,-111.932466,2017-12-29,0.6,450,2998
"Calypte anna",41.3031514,-122.3028088,2014-12-06,0.483,450,2999
"Calypte anna",38.2508952,-122.6212621,2013-09-27,0.483,450,3000
"Calypte anna",32.2482913,-110.782941,2014-02-15,0.483,450,3001
"Calypte anna",36.6028654,-121.9089036,2017-04-18,0.724,450,3002
"Calypte anna",37.23851,-121.97099,2013-11-16,0.644,450,3003
"Calypte anna",37.0103493,-119.5752919,2017-03-26,0.644,450,3004
"Calypte anna",47.391866,-122.434038,2014-03-19,0.483,450,3005
"Calypte anna",48.425026,-123.500363,2016-04-23,0.5,450,3006
"Calypte anna",44.5856781,-123.2636102,2017-09-28,0.612,450,3007
"Calypte anna",32.755255,-117.228209,2015-05-04,0.483,450,3008
"Calypte anna",47.4279754,-122.4508687,2017-07-01,0.483,450,3009
"Calypte anna",45.868773,-122.404311,2016-04-07,0.483,450,3010
"Calypte anna",33.031302,-116.95647,2017-12-30,0.483,450,3011
"Calypte anna",38.452811,-122.837436,2017-12-17,0.71,450,3012
"Calypte anna",50.5903504,-127.0830839,2014-01-09,0.6,450,3013
"Calypte anna",46.4952201,-120.4161376,2016-01-01,0.483,450,3014
"Calypte anna",34.1578231,-118.8162804,2014-12-18,0.483,450,3015
"Calypte anna",32.9811281,-117.2169113,2013-03-20,0.55,450,3016
"Calypte anna",34.3986926,-119.5336282,2014-01-14,0.483,450,3017
"Calypte anna",45.4894114,-122.5803423,2014-01-04,0.644,450,3018
"Calypte anna",33.6987793,-112.106595,2017-09-01,0.483,450,3019
"Calypte anna",49.367655,-124.485148,2017-03-27,0.6,450,3020
"Calypte anna",33.256769,-116.9992259,2017-05-13,0.483,450,3021
"Calypte anna",47.1497808,-122.2716159,2013-05-06,0.644,450,3022
"Calypte anna",34.1760212,-118.1737733,2015-12-19,0.483,450,3023
"Calypte anna",37.031713,-119.4482088,2013-02-20,0.6,450,3024
"Calypte anna",38.1596664,-120.4375362,2017-07-02,0.483,450,3025
"Calypte anna",33.4199082,-110.8275783,2014-10-04,0.644,450,3026
"Calypte anna",39.17458,-122.4391294,2017-04-24,0.644,450,3027
"Calypte anna",45.5151163,-122.7868885,2015-10-09,0.483,450,3028
"Calypte anna",37.860827,-122.487113,2015-12-26,0.644,450,3029
"Calypte anna",37.6979816,-122.4957776,2017-12-27,0.623,450,3030
"Calypte anna",43.233187,-123.3706844,2016-02-10,0.644,450,3031
"Calypte anna",47.0201085,-122.9099793,2015-08-05,0.483,450,3032
"Calypte anna",36.9087838,-121.7690495,2017-07-13,0.483,450,3033
"Calypte anna",34.0148644,-116.9927258,2017-06-20,0.483,450,3034
"Calypte anna",36.4788529,-118.8540877,2017-04-26,0.483,450,3035
"Calypte anna",36.5207595,-121.8119162,2016-08-14,0.644,450,3036
"Calypte anna",38.5002858,-122.7176151,2014-04-04,0.483,450,3037
"Calypte anna",37.7985265,-122.4137878,2017-08-23,0.483,450,3038
"Calypte anna",37.8847782,-122.569294,2014-03-16,0.644,450,3039
"Calypte anna",33.5945137,-111.9907451,2014-06-15,0.483,450,3040
"Calypte anna",36.9936539,-121.9838963,2017-01-20,0.644,450,3041
"Calypte anna",48.481586,-123.313976,2015-12-20,0.483,450,3042
"Calypte anna",36.596985,-121.938833,2017-12-29,0.644,450,3043
"Calypte anna",41.2972675,-123.3616912,2017-07-25,0.483,450,3044
"Calypte anna",45.4944956,-122.7546644,2014-01-04,0.644,450,3045
"Calypte anna",38.3542947,-122.7859305,2014-12-23,0.5,450,3046
"Calypte anna",49.2949094,-123.144325,2016-03-24,0.6,450,3047
"Calypte anna",44.0439449,-123.1430669,2015-04-11,0.483,450,3048
"Calypte anna",40.8958312,-123.9799471,2017-07-30,0.563,450,3049
"Calypte anna",36.1971919,-116.0044402,2017-05-07,0.483,450,3050
"Calypte anna",36.9026597,-121.7895627,2017-09-17,0.483,450,3051
"Calypte anna",34.3875698,-118.4985512,2013-01-21,0.531,450,3052
"Calypte anna",31.381803,-110.2257228,2015-08-21,0.644,450,3053
"Calypte anna",43.048721,-123.858818,2015-05-30,0.483,450,3054
"Calypte anna",37.6250888,-122.4754773,2014-12-30,0.483,450,3055
"Calypte anna",34.5280295,-112.4177901,2013-05-11,0.483,450,3056
"Calypte anna",47.7990957,-122.3002338,2017-12-29,0.644,450,3057
"Calypte anna",48.242437,-122.404702,2013-01-01,0.483,450,3058
"Calypte anna",47.370317,-122.125488,2014-12-07,0.644,450,3059
"Calypte anna",49.341417,-123.269164,2013-08-23,0.499,450,3060
"Calypte anna",33.3734985,-111.9704023,2017-11-17,0.499,450,3061
"Calypte anna",44.5970053,-123.2486579,2016-04-17,0.644,450,3062
"Calypte anna",43.6641235,-116.2945908,2016-12-17,0.644,450,3063
"Calypte anna",35.5663136,-121.1007714,2013-09-10,0.499,450,3064
"Calypte anna",34.266635,-118.906436,2016-10-05,0.483,450,3065
"Calypte anna",34.171657,-119.158316,2013-10-21,0.499,450,3066
"Calypte anna",32.3871028,-110.9566596,2016-01-15,0.644,450,3067
"Calypte anna",48.5473,-123.024456,2015-06-05,0.644,450,3068
"Calypte anna",47.217105,-122.064154,2017-07-31,0.644,450,3069
"Calypte anna",35.435379,-118.877634,2017-12-20,0.702,450,3070
"Calypte anna",37.9604484,-122.4258759,2014-10-16,0.5,450,3071
"Calypte anna",34.02795,-118.05501,2014-02-26,0.483,450,3072
"Calypte anna",42.180587,-122.715511,2016-04-07,0.483,450,3073
"Calypte anna",38.1133212,-122.5893116,2017-04-12,0.483,450,3074
"Calypte anna",49.0596386,-122.8803635,2015-12-15,0.5,450,3075
"Calypte anna",37.720886,-122.4128866,2015-05-07,0.563,450,3076
"Calypte anna",44.5483489,-123.3010411,2014-04-01,0.483,450,3077
"Calypte anna",32.2848969,-111.0296023,2015-12-30,0.708,450,3078
"Calypte anna",34.2259435,-118.2644534,2013-11-11,0.483,450,3079
"Calypte anna",37.3375968,-122.3913821,2014-01-30,0.483,450,3080
"Calypte anna",32.686075,-116.9780151,2013-05-09,0.499,450,3081
"Calypte anna",33.7998338,-112.1673685,2017-01-05,0.616,450,3082
"Calypte anna",32.3421109,-110.7335646,2016-03-03,0.724,450,3083
"Calypte anna",36.8854955,-121.7823562,2017-06-04,0.644,450,3084
"Calypte anna",46.4571436,-124.0289819,2017-12-16,0.595,450,3085
"Calypte anna",33.7630762,-111.6731045,2016-04-13,0.483,450,3086
"Calypte anna",47.81688,-122.3776804,2013-05-24,0.483,450,3087
"Calypte anna",37.1030487,-121.899117,2015-05-03,0.68,450,3088
"Calypte anna",38.0124166,-122.6451874,2014-07-15,0.644,450,3089
"Calypte anna",45.2603585,-122.6681256,2017-01-31,0.563,450,3090
"Calypte anna",34.727795,-115.6772,2013-04-14,0.644,450,3091
"Calypte anna",34.5400932,-112.4723449,2017-07-20,0.483,450,3092
"Calypte anna",37.6862139,-122.4106188,2015-12-29,0.483,450,3093
"Calypte anna",40.8883088,-124.0832806,2015-08-17,0.483,450,3094
"Calypte anna",33.6547315,-111.7882088,2016-05-16,0.483,450,3095
"Calypte anna",34.1935586,-117.3313236,2013-05-05,0.724,450,3096
"Calypte anna",48.576458,-123.389579,2013-04-02,0.499,450,3097
"Calypte anna",39.6762619,-120.2434731,2013-06-08,0.483,450,3098
"Calypte anna",47.5762905,-122.0069265,2017-06-26,0.483,450,3099
"Calypte anna",37.13485,-119.41264,2016-05-09,0.483,450,3100
"Calypte anna",38.513798,-122.093074,2016-02-27,0.483,450,3101
"Calypte anna",49.0476592,-122.8098509,2017-09-06,0.5,450,3102
"Calypte anna",34.0711112,-118.4743872,2016-06-07,0.483,450,3103
"Calypte anna",38.4426703,-121.1913818,2017-05-07,0.483,450,3104
"Calypte anna",34.4454212,-117.8522884,2015-02-08,0.483,450,3105
"Calypte anna",48.03343,-122.757491,2017-03-10,0.483,450,3106
"Calypte anna",33.765644,-118.115554,2015-03-25,0.483,450,3107
"Calypte anna",48.0816629,-123.0834818,2013-05-12,0.644,450,3108
"Calypte anna",34.662052,-119.371223,2015-02-24,0.499,450,3109
"Calypte anna",33.90425,-118.24379,2013-10-22,0.644,450,3110
"Calypte anna",33.8672523,-117.7810312,2017-02-11,0.483,450,3111
"Calypte anna",40.9472323,-124.0555143,2017-12-03,0.74,450,3112
"Calypte anna",37.555421,-121.976378,2017-12-07,0.619,450,3113
"Calypte anna",37.8625217,-122.3168421,2015-03-04,0.483,450,3114
"Calypte anna",37.2626495,-122.3267746,2015-01-04,0.644,450,3115
"Calypte anna",34.2140145,-118.8710918,2015-12-20,0.644,450,3116
"Calypte anna",36.953287,-121.7571616,2013-01-01,0.644,450,3117
"Calypte anna",37.58648,-122.39925,2016-12-17,0.483,450,3118
"Calypte anna",37.1152857,-113.5488242,2017-12-29,0.644,450,3119
"Calypte anna",32.8713703,-117.1123042,2016-03-25,0.644,450,3120
"Calypte anna",39.4334698,-123.385064,2017-05-13,0.644,450,3121
"Calypte anna",49.068496,-123.0906701,2016-01-10,0.7,450,3122
"Calypte anna",37.7451322,-122.3748207,2014-02-16,0.483,450,3123
"Calypte anna",33.075078,-117.049435,2014-02-15,0.483,450,3124
"Calypte anna",44.0446815,-123.0127704,2015-04-03,0.644,450,3125
"Calypte anna",41.8100601,-124.1858053,2017-02-21,0.644,450,3126
"Calypte anna",49.3394177,-123.2430119,2017-09-07,0.5,450,3127
"Calypte anna",48.0916106,-122.6935959,2017-04-30,0.483,450,3128
"Calypte anna",44.12661,-123.27097,2014-02-02,0.483,450,3129
"Calypte anna",34.196016,-118.085792,2013-04-28,0.644,450,3130
"Calypte anna",38.4282255,-121.4196537,2016-10-08,0.644,450,3131
"Calypte anna",45.3004901,-122.6846695,2013-02-20,0.483,450,3132
"Calypte anna",47.69817,-122.21019,2013-03-04,0.483,450,3133
"Calypte anna",32.9067939,-117.2055387,2013-04-15,0.483,450,3134
"Calypte anna",47.6697802,-122.4101508,2017-12-30,0.483,450,3135
"Calypte anna",45.573549,-122.6099003,2015-01-23,0.644,450,3136
"Calypte anna",34.9019512,-120.3774615,2017-06-25,0.483,450,3137
"Calypte anna",37.72989,-122.12929,2016-03-18,0.483,450,3138
"Calypte anna",48.4436787,-123.3014166,2017-06-09,0.5,450,3139
"Calypte anna",37.943962,-121.6425349,2017-12-20,0.708,450,3140
"Calypte anna",44.312019,-123.2991099,2013-04-04,0.483,450,3141
"Calypte anna",34.165814,-118.08823,2016-02-28,0.483,450,3142
"Calypte anna",38.079526,-122.818049,2013-04-11,0.644,450,3143
"Calypte anna",40.856261,-124.073651,2015-10-29,0.501,450,3144
"Calypte anna",38.7598394,-120.8472061,2013-09-15,0.483,450,3145
"Calypte anna",38.7983295,-120.7507968,2015-07-17,0.483,450,3146
"Calypte anna",34.805981,-111.7656541,2016-05-28,0.483,450,3147
