"scientificName","latitude","longitude","date","event_id"
"Calypte anna",47.7985445,-122.2997725,2017-12-31,1
"Calypte anna",37.4703452,-122.2342622,2015-02-16,2
"Calypte anna",37.0333232,-121.847949,2013-03-01,3
"Calypte anna",38.4810441,-122.7097203,2017-04-18,4
"Calypte anna",48.0583226,-122.9198055,2013-10-24,5
"Calypte anna",36.3092887,-119.7921443,2014-05-16,6
"Calypte anna",38.3993722,-121.2220639,2017-06-29,7
"Calypte anna",34.4619008,-119.8919964,2015-06-29,8
"Calypte anna",33.8321732,-117.8831613,2016-08-29,9
"Calypte anna",38.4181975,-122.6891541,2015-04-18,10
"Calypte anna",38.711266,-123.0103728,2017-05-08,11
"Calypte anna",34.631073,-112.45973,2013-09-24,12
"Calypte anna",32.8533365,-117.2582388,2015-04-04,13
"Calypte anna",37.8573502,-122.1327782,2016-11-10,14
"Calypte anna",36.998871,-122.035131,2015-12-19,15
"Calypte anna",33.83097,-118.1322778,2014-06-06,16
"Calypte anna",39.2875833,-123.1065833,2015-04-06,17
"Calypte anna",38.9396527,-121.0439649,2016-03-27,18
"Calypte anna",37.8125961,-122.2624713,2017-08-20,19
"Calypte anna",36.3690349,-119.0336071,2016-04-17,20
"Calypte anna",42.5064143,-123.3493754,2017-12-19,21
"Calypte anna",45.6926764,-122.7044964,2015-11-26,22
"Calypte anna",43.9880611,-121.3858105,2017-08-26,23
"Calypte anna",38.4476928,-121.4623873,2017-02-09,24
"Calypte anna",37.542546,-122.23077,2014-01-01,25
"Calypte anna",34.1095592,-117.7150726,2013-04-02,26
"Calypte anna",39.1190404,-121.6225362,2013-11-30,27
"Calypte anna",36.1677157,-115.154314,2015-01-22,28
"Calypte anna",47.3955413,-122.1136594,2016-04-21,29
"Calypte anna",38.5659567,-121.7490989,2016-01-05,30
"Calypte anna",47.623174,-122.308925,2016-01-09,31
"Calypte anna",36.420853,-121.221802,2014-04-10,32
"Calypte anna",34.265531,-119.220307,2017-02-01,33
"Calypte anna",34.079496,-117.761757,2016-02-23,34
"Calypte anna",37.8837263,-122.21075,2017-09-11,35
"Calypte anna",33.1113772,-117.2370152,2017-12-23,36
"Calypte anna",34.240164,-119.203026,2014-12-18,37
"Calypte anna",34.734866,-119.989153,2015-10-26,38
"Calypte anna",40.9431833,-124.1276443,2013-10-25,39
