scientificName,decimalLongitude,decimalLatitude
Archilochus colubris,-97.4086851,32.8867803
Archilochus colubris,-63.9562225,46.0576279
Archilochus colubris,-88.9381027,37.6051882
Archilochus colubris,-80.813241,48.7034696
Archilochus colubris,-78.161974,42.9519623
Archilochus colubris,-69.1998295,44.5994973
Archilochus colubris,-93.165468,39.100569
Archilochus colubris,-80.1397812,26.5052465
Archilochus colubris,-82.309761,34.854109
Archilochus colubris,-87.6823618,41.9657431
Archilochus colubris,-86.4576441,32.5592612
Archilochus colubris,-99.779153,29.168861
Archilochus colubris,-95.5097294,30.1906893
Archilochus colubris,-83.3350244,32.502928
Archilochus colubris,-75.7281891,37.994386
Archilochus colubris,-85.5015197,30.2486058
Archilochus colubris,-81.5856569,38.4137318
Archilochus colubris,-74.4375658,41.7504039
Archilochus colubris,-77.8610242,35.600841
Archilochus colubris,-85.1503515,41.044113
Archilochus colubris,-82.0298744,36.1712029
Archilochus colubris,-95.433549,29.026864
Archilochus colubris,-89.3038811,43.0093822
Archilochus colubris,-78.9245367,45.3734634
Archilochus colubris,-72.4727167,44.1567178
Archilochus colubris,-95.1764408,33.077217
Archilochus colubris,-92.2949554,38.5699274
Archilochus colubris,-83.61239,42.67998
Archilochus colubris,-88.6018395,44.7072182
Archilochus colubris,-86.831338,40.507436
Archilochus colubris,-87.9448016,41.1606303
Archilochus colubris,-95.8987999,33.1163802
Archilochus colubris,-95.2815016,29.0874513
Archilochus colubris,-92.38957,38.927908
Archilochus colubris,-98.46217,29.572495
Archilochus colubris,-73.910858,41.931249
Archilochus colubris,-68.3444452,48.3614959
Archilochus colubris,-71.93178,45.31558
Archilochus colubris,-75.6571946,45.6362461
Archilochus colubris,-83.07558,35.50048
Archilochus colubris,-70.8300161,42.0675183
Archilochus colubris,-86.0702574,40.0793547
Archilochus colubris,-71.304492,42.468642
Archilochus colubris,-86.3085938,33.4635255
Archilochus colubris,-84.3253899,32.9903705
Archilochus colubris,-71.197205,44.120611
Archilochus colubris,-99.2146969,19.2749422
Archilochus colubris,-97.3303031,32.7612023
Archilochus colubris,-90.0348473,30.4807814
Archilochus colubris,-84.3330601,38.5564166
Archilochus colubris,-90.0326157,38.4816245
Archilochus colubris,-84.3058634,37.56795
Archilochus colubris,-83.62163,42.801482
Archilochus colubris,-79.425289,41.4916788
Archilochus colubris,-82.0149815,43.2134346
Archilochus colubris,-73.3100778,45.3094077
Archilochus colubris,-71.25997,44.73317
Archilochus colubris,-71.150515,42.181284
Archilochus colubris,-71.684702,42.6897857
Archilochus colubris,-84.5665861,33.9206806
Archilochus colubris,-80.276413,42.8556443
Archilochus colubris,-82.098282,29.1500952
Archilochus colubris,-105.189414,38.3196181
Archilochus colubris,-72.2875929,42.0769795
Archilochus colubris,-66.466611,48.06143
Archilochus colubris,-79.2028856,37.9703877
Archilochus colubris,-85.8068061,42.6233178
Archilochus colubris,-91.919714,40.977857
Archilochus colubris,-89.5222105,43.7599493
Archilochus colubris,-71.3248776,46.447148
Archilochus colubris,-86.4873205,36.3524051
Archilochus colubris,-82.3849618,28.8716792
Archilochus colubris,-88.4323977,42.5843466
Archilochus colubris,-72.6433182,46.0015527
Archilochus colubris,-75.9856081,44.433596
Archilochus colubris,-97.1282387,32.2684369
Archilochus colubris,-68.8018906,44.7058114
Archilochus colubris,-72.713189,45.412487
Archilochus colubris,-72.9413,43.541553
Archilochus colubris,-88.4577191,42.2406823
Archilochus colubris,-78.709109,35.897898
Archilochus colubris,-73.8835581,40.7053237
Archilochus colubris,-94.5042658,46.9541613
Archilochus colubris,-79.5127559,40.5226974
Archilochus colubris,-85.224319,42.835344
Archilochus colubris,-90.454501,38.596274
Archilochus colubris,-88.807371,16.098903
Archilochus colubris,-78.0895795,40.6467545
Archilochus colubris,-90.2794808,32.5857749
Archilochus colubris,-78.7813979,45.3522697
Archilochus colubris,-91.0403005,37.2106526
Archilochus colubris,-88.98367,42.286869
Archilochus colubris,-71.7045826,48.5016565
Archilochus colubris,-96.60531,32.023806
Archilochus colubris,-80.041742,32.836882
Archilochus colubris,-73.0826426,44.3478366
Archilochus colubris,-97.0393825,49.7827818
Archilochus colubris,-72.566735,42.434367
Archilochus colubris,-94.3555641,32.5166286
Archilochus colubris,-84.5348714,10.1159446
Archilochus colubris,-83.9874583,42.8012158
Archilochus colubris,-85.3329563,40.4398434
Archilochus colubris,-70.9408665,41.5645194
Archilochus colubris,-93.3081025,37.1155466
Archilochus colubris,-92.787815,44.658959
Archilochus colubris,-83.362735,44.4389316
Archilochus colubris,-83.52497,34.92581
Archilochus colubris,-74.0948683,46.3510063
Archilochus colubris,-73.7294894,41.4126645
Archilochus colubris,-76.446018,37.170453
Archilochus colubris,-93.7642685,41.5795726
Archilochus colubris,-76.6777897,39.0814399
Archilochus colubris,-80.0128879,40.6645263
Archilochus colubris,-74.8236293,44.6162578
Archilochus colubris,-73.5623395,41.1490157
Archilochus colubris,-83.0150986,35.1193645
Archilochus colubris,-87.8957212,43.0723402
Archilochus colubris,-81.579693,30.3034419
Archilochus colubris,-84.4077659,43.1470901
Archilochus colubris,-92.9142758,41.9806711
Archilochus colubris,-73.258672,41.471698
Archilochus colubris,-77.0454897,35.0857557
Archilochus colubris,-72.3216201,45.2136859
Archilochus colubris,-88.9043615,38.3277356
Archilochus colubris,-90.1919243,45.4452426
Archilochus colubris,-89.666525,48.539546
Archilochus colubris,-71.853432,42.8201334
Archilochus colubris,-70.6492245,42.6068991
Archilochus colubris,-68.7962236,47.6129092
Archilochus colubris,-69.4015789,48.3463812
Archilochus colubris,-98.0638,32.83648
Archilochus colubris,-72.8032851,41.2621948
Archilochus colubris,-74.3508366,44.9879962
Archilochus colubris,-71.5050745,41.7782247
Archilochus colubris,-79.9481371,43.2642905
Archilochus colubris,-71.1086762,42.4024951
Archilochus colubris,-114.3183899,50.8155874
Archilochus colubris,-74.6663943,46.1058651
Archilochus colubris,-90.3092136,38.4576215
Archilochus colubris,-80.2921453,40.8336485
Archilochus colubris,-70.9618092,42.7414022
Archilochus colubris,-85.347664,34.996277
Archilochus colubris,-97.8517178,30.3834554
Archilochus colubris,-93.653268,29.757887
Archilochus colubris,-82.217142,33.492331
Archilochus colubris,-82.039032,29.0069393
Archilochus colubris,-71.411227,42.430607
Archilochus colubris,-91.6604,46.44413
Archilochus colubris,-75.177959,45.335157
Archilochus colubris,-95.1460862,34.7281579
Archilochus colubris,-94.9171114,30.1950122
Archilochus colubris,-86.9783209,33.732481
Archilochus colubris,-83.7848028,42.3165
Archilochus colubris,-71.3610077,46.6265854
Archilochus colubris,-74.20362,42.74047
Archilochus colubris,-88.480145,42.1511727
Archilochus colubris,-88.032001,45.784926
Archilochus colubris,-89.5047569,44.5316364
Archilochus colubris,-84.463309,36.7261068
Archilochus colubris,-90.3769321,38.5713494
Archilochus colubris,-93.5711145,42.0926815
Archilochus colubris,-83.2186031,43.3541153
Archilochus colubris,-90.2678561,38.5587539
Archilochus colubris,-77.436801,43.262715
Archilochus colubris,-90.3197021,33.6798832
Archilochus colubris,-80.4701013,41.2533196
Archilochus colubris,-85.7502007,42.5294604
Archilochus colubris,-85.21673,44.4456
Archilochus colubris,-78.895197,35.961171
Archilochus colubris,-96.4632075,29.8987465
Archilochus colubris,-76.1620653,36.8884166
Archilochus colubris,-86.5326253,34.5809973
Archilochus colubris,-70.7546434,43.6943639
Archilochus colubris,-78.217147,38.6586509
Archilochus colubris,-91.60836,46.61298
Archilochus colubris,-83.491357,41.7066296
Archilochus colubris,-84.3853168,42.7602541
Archilochus colubris,-74.0722275,46.0213434
Archilochus colubris,-80.0909275,35.2603775
Archilochus colubris,-84.885934,44.3896701
Archilochus colubris,-84.811434,44.950081
Archilochus colubris,-88.0829716,45.8254499
Archilochus colubris,-72.3270535,43.1376335
Archilochus colubris,-71.1898879,43.0184775
Archilochus colubris,-89.1281319,42.7438921
Archilochus colubris,-86.4680157,43.6425693
Archilochus colubris,-72.4817902,43.750662
Archilochus colubris,-84.9715233,32.4625931
Archilochus colubris,-74.8866212,39.1144246
Archilochus colubris,-74.8902583,40.6710854
Archilochus colubris,-75.64355,39.941314
Archilochus colubris,-74.0349941,45.864564
Archilochus colubris,-83.768019,41.582213
Archilochus colubris,-85.7417947,41.0139725
Archilochus colubris,-77.0413991,42.8848133
Archilochus colubris,-75.822948,39.945924
Archilochus colubris,-65.12897,47.274498
Archilochus colubris,-85.3210862,42.4412577
Archilochus colubris,-71.6361413,42.0294782
Archilochus colubris,-88.7323263,43.1998983
Archilochus colubris,-70.6503296,45.0243945
Archilochus colubris,-92.1038818,38.6313545
Archilochus colubris,-93.911836,45.506708
Archilochus colubris,-80.3428459,32.5653693
Archilochus colubris,-86.658102,35.950484
Archilochus colubris,-94.6214676,39.2311603
Archilochus colubris,-80.8611184,32.332462
Archilochus colubris,-76.3070472,38.9997281
Archilochus colubris,-95.7047823,30.1355564
Archilochus colubris,-94.4541407,36.1752449
Archilochus colubris,-63.428396,46.3625632
Archilochus colubris,-83.713855,32.069534
Archilochus colubris,-70.1870063,41.7111462
Archilochus colubris,-96.6419864,50.2702929
Archilochus colubris,-82.1047783,45.7707241
Archilochus colubris,-92.3280019,46.9913097
Archilochus colubris,-87.6293188,44.1220375
Archilochus colubris,-74.828202,41.9316166
Archilochus colubris,-87.1361947,12.6331775
Archilochus colubris,-72.0236206,44.5863717
Archilochus colubris,-84.67626,34.061955
Archilochus colubris,-75.0313854,41.0811627
Archilochus colubris,-82.3136473,34.7787557
Archilochus colubris,-84.384748,41.898746
Archilochus colubris,-90.5614507,38.5791378
Archilochus colubris,-93.4987003,44.9232368
Archilochus colubris,-90.81984,45.68558
Archilochus colubris,-80.4156411,37.7274585
Archilochus colubris,-81.499866,40.840954
Archilochus colubris,-86.9179167,13.3661667
Archilochus colubris,-72.786447,46.723186
Archilochus colubris,-94.1654679,45.6021149
Archilochus colubris,-80.0105014,33.0783812
Archilochus colubris,-81.974105,33.590218
Archilochus colubris,-70.8641768,42.6956211
Archilochus colubris,-91.02908,45.73737
Archilochus colubris,-63.3338357,46.2509539
Archilochus colubris,-82.42859,27.070906
Archilochus colubris,-87.2410845,39.03065
Archilochus colubris,-74.9592018,38.9843239
Archilochus colubris,-93.6002264,45.2311117
Archilochus colubris,-88.8367796,42.1676022
Archilochus colubris,-72.0308304,41.3368649
Archilochus colubris,-85.7606506,42.9051424
Archilochus colubris,-81.309039,32.963422
Archilochus colubris,-84.0167212,43.461788
Archilochus colubris,-74.6656179,39.6217224
Archilochus colubris,-77.918663,34.2439026
Archilochus colubris,-83.148403,39.8090558
Archilochus colubris,-68.61548,44.688035
Archilochus colubris,-84.6454096,35.1840859
Archilochus colubris,-73.2414896,41.805343
Archilochus colubris,-88.6147025,41.7499508
Archilochus colubris,-84.1917622,9.9153357
Archilochus colubris,-83.841546,35.013958
Archilochus colubris,-76.8430443,40.9447494
Archilochus colubris,-78.1337357,42.8854611
Archilochus colubris,-93.444449,44.743729
Archilochus colubris,-76.4094377,44.5928185
Archilochus colubris,-79.235204,42.452587
Archilochus colubris,-76.768149,34.982172
Archilochus colubris,-71.9944811,42.7658869
Archilochus colubris,-75.41315,40.39146
Archilochus colubris,-80.3983784,41.2055388
Archilochus colubris,-94.870175,38.925167
Archilochus colubris,-94.5802635,34.9505736
Archilochus colubris,-89.1982234,43.0966468
Archilochus colubris,-98.4875715,38.7860166
Archilochus colubris,-70.345215,47.426517
Archilochus colubris,-95.1532423,45.242843
Archilochus colubris,-77.136293,40.885895
Archilochus colubris,-66.1127347,45.6452651
Archilochus colubris,-92.383142,38.982381
Archilochus colubris,-77.69718,43.219404
Archilochus colubris,-75.9617901,40.3534778
Archilochus colubris,-82.2761091,28.7547539
Archilochus colubris,-74.90759,40.307084
Archilochus colubris,-69.98213,43.870078
Archilochus colubris,-81.393589,31.142319
