"scientificName","decimalLatitude","decimalLongitude","eventDate"
"Baeolophus bicolor",43.3289014,-72.1793587,2017-02-19
"Baeolophus bicolor",33.567807,-85.100161,2016-10-04
"Baeolophus bicolor",41.8604203,-76.9503021,2013-04-25
"Baeolophus bicolor",41.2687592,-73.1922752,2016-11-28
"Baeolophus bicolor",31.879883,-83.42115,2017-05-29
"Baeolophus bicolor",32.8567884,-83.6692894,2017-03-05
"Baeolophus bicolor",31.2300335,-95.8276892,2016-04-21
"Baeolophus bicolor",39.0967123,-86.0118395,2014-03-19
"Baeolophus bicolor",41.3271309,-85.5203891,2013-01-26
"Baeolophus bicolor",39.0799741,-74.8402405,2017-09-08
"Baeolophus bicolor",41.598448,-71.116902,2015-05-19
"Baeolophus bicolor",43.0027719,-77.6771057,2017-04-18
"Baeolophus bicolor",41.7906888,-72.9201731,2013-11-10
"Baeolophus bicolor",29.6157689,-82.2983016,2015-04-17
"Baeolophus bicolor",39.3762115,-76.5985359,2017-11-11
"Baeolophus bicolor",41.7757583,-77.3918152,2016-01-04
"Baeolophus bicolor",33.4929896,-79.0779661,2017-04-08
"Baeolophus bicolor",37.9058725,-78.8699377,2013-02-25
"Baeolophus bicolor",34.1528828,-91.4229236,2016-05-19
"Baeolophus bicolor",36.8446292,-76.1168626,2015-01-04
"Baeolophus bicolor",28.4381006,-82.4551928,2015-10-01
"Baeolophus bicolor",38.8008009,-90.2336597,2016-06-01
"Baeolophus bicolor",40.5799776,-79.9410752,2017-01-03
"Baeolophus bicolor",41.6164419,-72.5817963,2016-10-17
"Baeolophus bicolor",43.1244304,-71.447812,2016-02-14
"Baeolophus bicolor",44.6340809,-69.5009279,2017-07-10
"Baeolophus bicolor",41.779436,-74.113924,2015-07-03
"Baeolophus bicolor",33.1314563,-81.8461151,2015-03-28
"Baeolophus bicolor",37.927958,-78.32951,2016-11-08
"Baeolophus bicolor",44.266473,-86.1412678,2015-09-18
"Baeolophus bicolor",39.2502928,-77.5759032,2016-01-29
"Baeolophus bicolor",34.1589605,-84.536444,2013-11-22
"Baeolophus bicolor",40.3097847,-80.0379992,2017-02-15
"Baeolophus bicolor",36.291952,-95.770044,2015-11-06
"Baeolophus bicolor",42.8420207,-79.0895891,2015-05-17
"Baeolophus bicolor",39.6585262,-79.977926,2014-02-11
"Baeolophus bicolor",42.452658,-71.860671,2013-11-09
"Baeolophus bicolor",40.2382196,-79.5572296,2014-03-01
"Baeolophus bicolor",36.1001573,-94.0113831,2017-04-01
"Baeolophus bicolor",42.846343,-86.2037604,2017-09-19
"Baeolophus bicolor",38.3882094,-78.8622793,2016-10-05
"Baeolophus bicolor",44.2554843,-84.0673725,2016-07-06
"Baeolophus bicolor",42.2387807,-84.7366047,2017-08-21
"Baeolophus bicolor",28.0482878,-82.6017553,2016-02-14
"Baeolophus bicolor",42.596597,-71.110582,2017-09-25
"Baeolophus bicolor",43.6610961,-83.914175,2014-08-08
"Baeolophus bicolor",31.29559,-85.140016,2017-08-12
"Baeolophus bicolor",44.024839,-69.579367,2013-07-07
"Baeolophus bicolor",40.8043802,-73.4644979,2016-07-01
"Baeolophus bicolor",41.649723,-70.259392,2016-01-15
"Baeolophus bicolor",41.7131282,-71.8335526,2017-03-04
"Baeolophus bicolor",30.104231,-81.404547,2017-05-13
"Baeolophus bicolor",35.8901453,-78.6488405,2015-07-22
"Baeolophus bicolor",39.3923699,-77.2277927,2015-10-29
"Baeolophus bicolor",40.3693287,-80.1348926,2015-02-14
"Baeolophus bicolor",35.253014,-81.017282,2015-03-17
"Baeolophus bicolor",40.4704124,-86.9787088,2014-08-23
"Baeolophus bicolor",37.35381,-89.50272,2016-12-25
"Baeolophus bicolor",43.022209,-76.199639,2016-10-19
"Baeolophus bicolor",39.8666571,-75.9682193,2017-03-12
"Baeolophus bicolor",32.9725414,-80.0801033,2014-10-02
"Baeolophus bicolor",36.6686209,-81.0663986,2014-02-14
"Baeolophus bicolor",42.6033373,-71.6162467,2016-01-03
"Baeolophus bicolor",43.0363367,-74.8195553,2013-01-28
"Baeolophus bicolor",41.696734,-70.294609,2017-02-01
"Baeolophus bicolor",38.234489,-81.5447009,2014-10-17
"Baeolophus bicolor",35.134614,-79.39475,2016-02-15
"Baeolophus bicolor",40.480215,-79.329864,2017-06-16
"Baeolophus bicolor",43.6922975,-70.5331922,2015-02-20
"Baeolophus bicolor",38.1953733,-90.9923744,2017-04-15
"Baeolophus bicolor",31.34552,-85.76112,2014-04-08
"Baeolophus bicolor",31.917919,-81.0501981,2017-12-02
"Baeolophus bicolor",42.6714094,-73.7904131,2016-03-06
"Baeolophus bicolor",41.3974955,-81.2015498,2013-04-07
"Baeolophus bicolor",42.369241,-76.366444,2016-01-07
"Baeolophus bicolor",42.932787,-71.8168008,2014-06-02
"Baeolophus bicolor",35.915303,-84.26584,2017-05-16
"Baeolophus bicolor",37.9950804,-87.4057674,2015-04-18
"Baeolophus bicolor",40.9932044,-79.9651909,2017-09-21
"Baeolophus bicolor",31.3382433,-89.1892004,2015-10-09
"Baeolophus bicolor",43.3656249,-73.9204949,2016-05-28
"Baeolophus bicolor",33.95486,-83.46678,2013-01-06
"Baeolophus bicolor",42.0375563,-72.4384269,2016-07-27
"Baeolophus bicolor",35.8826003,-84.2110634,2014-12-12
"Baeolophus bicolor",38.7836621,-77.0705939,2016-03-19
"Baeolophus bicolor",39.01843,-84.61044,2017-08-27
"Baeolophus bicolor",43.851906,-88.954752,2017-12-29
"Baeolophus bicolor",36.7040983,-78.8905478,2017-10-03
"Baeolophus bicolor",42.4668104,-71.3106251,2014-12-28
"Baeolophus bicolor",39.749074,-75.1523152,2014-01-15
"Baeolophus bicolor",30.6029012,-89.0671921,2015-05-30
"Baeolophus bicolor",42.4379639,-72.433033,2016-07-11
"Baeolophus bicolor",40.1002659,-75.6258488,2016-02-15
"Baeolophus bicolor",44.6729013,-85.6277052,2017-04-07
"Baeolophus bicolor",41.5431841,-74.2980292,2017-06-06
"Baeolophus bicolor",37.05955,-93.3958161,2017-03-30
"Baeolophus bicolor",39.2689756,-76.8662739,2015-05-16
"Baeolophus bicolor",39.6688526,-77.5686982,2016-02-06
"Baeolophus bicolor",36.0623784,-86.9479251,2014-10-06
"Baeolophus bicolor",40.691,-77.694,2017-05-28
"Baeolophus bicolor",44.5992378,-83.3167049,2014-02-03
"Baeolophus bicolor",42.3165,-83.7848028,2016-12-14
"Baeolophus bicolor",35.9144745,-78.6968386,2013-12-22
"Baeolophus bicolor",35.7698105,-78.7069291,2017-04-06
"Baeolophus bicolor",42.7438921,-89.1281319,2013-01-17
"Baeolophus bicolor",40.2401606,-75.2951431,2017-01-29
"Baeolophus bicolor",42.473476,-83.374209,2014-11-24
"Baeolophus bicolor",38.9488221,-77.0490268,2014-05-09
"Baeolophus bicolor",38.5956119,-79.2500096,2013-10-12
"Baeolophus bicolor",39.8090558,-83.148403,2014-03-16
"Baeolophus bicolor",40.4926754,-79.904341,2015-02-16
"Baeolophus bicolor",39.2818946,-77.9926327,2016-12-09
"Baeolophus bicolor",42.7450267,-73.8493252,2014-09-30
"Baeolophus bicolor",41.5163686,-74.0888459,2014-10-07
"Baeolophus bicolor",40.7949032,-74.5647669,2015-04-16
"Baeolophus bicolor",27.875766,-81.8338966,2016-02-27
"Baeolophus bicolor",35.970296,-88.2657051,2016-06-16
"Baeolophus bicolor",39.3474408,-74.6586657,2013-02-27
"Baeolophus bicolor",37.9582412,-87.3719931,2014-05-21
"Baeolophus bicolor",40.2649793,-75.4583287,2016-11-09
"Baeolophus bicolor",43.1107079,-70.785985,2014-07-03
"Baeolophus bicolor",40.5838643,-75.6525958,2017-12-30
"Baeolophus bicolor",35.6174305,-82.8366137,2016-10-05
"Baeolophus bicolor",38.15941,-85.06646,2016-01-20
"Baeolophus bicolor",42.363458,-84.898621,2016-04-18
"Baeolophus bicolor",32.8162047,-79.9883437,2015-06-28
"Baeolophus bicolor",34.3508193,-83.9279133,2013-02-15
"Baeolophus bicolor",41.605335,-72.1534717,2017-02-20
"Baeolophus bicolor",44.0605607,-73.1134129,2014-02-20
"Baeolophus bicolor",30.089296,-95.6339264,2014-12-07
"Baeolophus bicolor",39.7020402,-74.9037015,2017-02-22
"Baeolophus bicolor",44.0738696,-85.1507119,2014-10-30
"Baeolophus bicolor",42.7541972,-82.6363277,2016-06-07
"Baeolophus bicolor",37.8691547,-84.6599673,2015-02-07
"Baeolophus bicolor",38.2105587,-90.4155644,2015-02-01
"Baeolophus bicolor",40.4279535,-79.8311259,2016-04-28
"Baeolophus bicolor",42.558692,-85.349479,2016-06-29
"Baeolophus bicolor",41.5539282,-71.1415825,2015-03-10
"Baeolophus bicolor",41.4927553,-82.8846375,2014-09-21
"Baeolophus bicolor",41.2533196,-80.4701013,2017-05-01
"Baeolophus bicolor",35.7181955,-78.8947099,2015-04-20
"Baeolophus bicolor",42.1420233,-77.0563889,2016-06-05
"Baeolophus bicolor",37.9466321,-87.2874391,2013-08-20
"Baeolophus bicolor",41.9264465,-85.7616134,2015-10-04
"Baeolophus bicolor",29.910417,-95.0506854,2014-02-19
"Baeolophus bicolor",36.3534148,-82.2428386,2013-06-03
"Baeolophus bicolor",40.8752653,-74.6982336,2015-02-27
"Baeolophus bicolor",41.4384878,-72.3888838,2013-03-01
"Baeolophus bicolor",42.7414022,-70.9618092,2014-05-04
"Baeolophus bicolor",29.2811866,-81.0861115,2016-03-19
"Baeolophus bicolor",41.7928873,-71.3630596,2016-02-12
"Baeolophus bicolor",40.501166,-81.154384,2016-03-29
"Baeolophus bicolor",42.480385,-76.4511779,2017-03-06
"Baeolophus bicolor",38.862599,-76.636852,2017-02-19
"Baeolophus bicolor",39.2940712,-83.7151655,2015-01-16
"Baeolophus bicolor",40.1344136,-91.5491581,2015-02-27
"Baeolophus bicolor",40.63255,-81.5250281,2016-08-25
"Baeolophus bicolor",35.6628229,-78.8393283,2013-03-03
"Baeolophus bicolor",42.6842021,-85.2861786,2015-01-03
"Baeolophus bicolor",41.2643803,-82.0802844,2016-10-31
"Baeolophus bicolor",39.7606388,-74.9215865,2016-01-24
"Baeolophus bicolor",35.6046863,-79.3212114,2017-06-04
"Baeolophus bicolor",41.4272829,-72.0263672,2016-02-15
"Baeolophus bicolor",41.8188213,-72.12915,2016-05-02
"Baeolophus bicolor",41.3584343,-83.6784303,2017-03-11
"Baeolophus bicolor",33.951063,-84.6284848,2016-06-11
"Baeolophus bicolor",40.683,-82.552,2017-09-08
"Baeolophus bicolor",42.0298046,-73.3256078,2016-05-12
"Baeolophus bicolor",39.652955,-75.3288634,2014-05-17
"Baeolophus bicolor",42.5829283,-82.8479326,2017-03-31
"Baeolophus bicolor",44.0589386,-69.6872296,2017-12-23
"Baeolophus bicolor",33.8695166,-83.9689712,2017-12-05
"Baeolophus bicolor",33.8502451,-84.108367,2016-08-03
"Baeolophus bicolor",42.4959758,-88.7291265,2017-01-06
"Baeolophus bicolor",36.0434344,-86.8363076,2017-06-17
"Baeolophus bicolor",30.4727647,-84.240384,2017-09-06
"Baeolophus bicolor",39.16386,-87.00888,2016-02-26
"Baeolophus bicolor",32.534707,-93.902171,2017-05-24
"Baeolophus bicolor",33.9054708,-84.3736053,2016-10-03
"Baeolophus bicolor",38.898867,-77.1998467,2013-01-05
"Baeolophus bicolor",42.7253456,-78.6086664,2017-03-05
"Baeolophus bicolor",34.8524636,-87.4347782,2016-11-19
"Baeolophus bicolor",42.1880452,-71.1380582,2017-03-18
"Baeolophus bicolor",36.358275,-81.60731,2015-10-27
"Baeolophus bicolor",41.9408431,-86.5712142,2017-10-11
"Baeolophus bicolor",33.9928955,-84.1722465,2014-02-17
"Baeolophus bicolor",43.5460548,-84.331339,2016-09-17
"Baeolophus bicolor",39.1727079,-75.5406088,2015-10-19
"Baeolophus bicolor",39.009093,-94.882159,2013-05-25
"Baeolophus bicolor",37.40587,-79.2678145,2016-02-18
"Baeolophus bicolor",33.590218,-81.974105,2015-03-12
"Baeolophus bicolor",41.6309941,-75.6236396,2016-11-17
"Baeolophus bicolor",34.0610636,-84.5055056,2015-08-09
"Baeolophus bicolor",38.129771,-78.706154,2017-03-31
"Baeolophus bicolor",30.1950122,-94.9171114,2017-05-09
"Baeolophus bicolor",39.8146411,-75.6511385,2016-04-18
"Baeolophus bicolor",40.3866316,-80.6465355,2014-11-02
"Baeolophus bicolor",40.50198,-86.77125,2017-05-01
"Baeolophus bicolor",32.8611111,-83.7688889,2017-02-20
"Baeolophus bicolor",28.50626,-81.35202,2014-04-01
"Baeolophus bicolor",40.387798,-74.591013,2016-01-30
"Baeolophus bicolor",40.88485,-74.53199,2017-01-03
"Baeolophus bicolor",33.899,-83.309551,2014-04-05
"Baeolophus bicolor",38.591097,-90.516336,2015-11-05
"Baeolophus bicolor",34.8940626,-80.5318289,2015-03-08
"Baeolophus bicolor",41.8949541,-70.7414389,2016-05-01
"Baeolophus bicolor",34.2343704,-92.0359468,2017-05-21
"Baeolophus bicolor",40.7056905,-82.6596788,2017-05-24
"Baeolophus bicolor",44.7341922,-84.1307533,2016-01-08
"Baeolophus bicolor",38.5789323,-76.1725098,2015-03-08
"Baeolophus bicolor",34.9335611,-82.3222109,2014-02-02
"Baeolophus bicolor",36.0026121,-80.3850263,2015-11-15
"Baeolophus bicolor",38.9319165,-75.4151425,2017-01-08
"Baeolophus bicolor",33.99109,-84.5845,2015-05-10
"Baeolophus bicolor",38.1019414,-86.1255169,2016-02-21
"Baeolophus bicolor",39.369432,-76.6583705,2017-02-09
"Baeolophus bicolor",40.6424327,-74.8815453,2016-01-05
"Baeolophus bicolor",35.7625999,-84.2367744,2017-11-10
"Baeolophus bicolor",41.679915,-73.016962,2017-12-26
"Baeolophus bicolor",33.368233,-83.867043,2017-03-28
"Baeolophus bicolor",38.9439859,-90.1631452,2014-09-02
"Baeolophus bicolor",34.6622219,-83.0992743,2013-05-09
"Baeolophus bicolor",44.2972601,-83.4917915,2013-09-15
"Baeolophus bicolor",35.573669,-82.246875,2016-09-05
"Baeolophus bicolor",35.9591809,-80.4661846,2015-01-24
"Baeolophus bicolor",38.4816245,-90.0326157,2013-02-17
"Baeolophus bicolor",40.0754444,-77.7370262,2014-12-06
"Baeolophus bicolor",40.1871274,-76.8502021,2014-04-02
"Baeolophus bicolor",34.0697603,-81.2107658,2017-06-07
"Baeolophus bicolor",42.9350084,-83.3363762,2016-05-29
"Baeolophus bicolor",41.20033,-81.44685,2014-01-15
"Baeolophus bicolor",39.5783894,-86.3005887,2014-11-17
"Baeolophus bicolor",41.182634,-77.372994,2015-11-21
"Baeolophus bicolor",40.4328808,-86.7753357,2017-12-04
"Baeolophus bicolor",43.689506,-84.9846266,2013-02-03
"Baeolophus bicolor",39.3109959,-76.090887,2016-12-31
"Baeolophus bicolor",43.6689503,-73.2018694,2017-02-18
"Baeolophus bicolor",32.2479056,-96.0953522,2015-12-08
"Baeolophus bicolor",37.4317276,-79.3391365,2013-01-01
"Baeolophus bicolor",39.0308755,-77.047044,2015-04-01
"Baeolophus bicolor",44.1801215,-69.4140723,2017-11-30
"Baeolophus bicolor",41.9093357,-72.6790452,2014-11-13
"Baeolophus bicolor",37.410511,-76.6267204,2013-03-31
"Baeolophus bicolor",35.010952,-80.828357,2017-04-02
"Baeolophus bicolor",41.599005,-70.5887568,2015-10-03
"Baeolophus bicolor",38.970184,-94.826116,2014-11-22
"Baeolophus bicolor",40.4268262,-74.8882198,2015-01-13
"Baeolophus bicolor",38.943131,-77.349801,2017-07-26
"Baeolophus bicolor",39.5510961,-79.7746228,2016-09-13
"Baeolophus bicolor",44.3281742,-89.1893834,2017-07-02
"Baeolophus bicolor",32.87318,-82.78014,2014-05-02
"Baeolophus bicolor",41.0748507,-75.1879458,2016-07-26
"Baeolophus bicolor",31.66118,-92.368987,2013-03-06
"Baeolophus bicolor",40.8775692,-74.8286104,2013-02-16
"Baeolophus bicolor",41.3191643,-74.9517775,2014-04-17
"Baeolophus bicolor",41.0113819,-80.2902317,2017-01-09
"Baeolophus bicolor",38.843783,-94.768086,2014-12-09
"Baeolophus bicolor",41.4808528,-88.2105482,2014-04-27
"Baeolophus bicolor",32.7563582,-95.8411423,2016-06-05
"Baeolophus bicolor",40.1887948,-75.9295392,2016-01-27
"Baeolophus bicolor",33.8618989,-81.266706,2015-12-27
"Baeolophus bicolor",35.0858256,-85.2943406,2016-02-13
"Baeolophus bicolor",33.4852241,-88.9706191,2017-10-16
"Baeolophus bicolor",41.674607,-85.695669,2017-06-16
"Baeolophus bicolor",41.7982236,-93.814584,2016-10-01
"Baeolophus bicolor",35.1264549,-85.0544143,2016-01-10
"Baeolophus bicolor",42.4687454,-71.4838743,2016-01-31
"Baeolophus bicolor",42.1900599,-76.7231941,2016-02-06
"Baeolophus bicolor",30.027802,-95.239341,2013-05-01
"Baeolophus bicolor",30.4,-91.027,2017-06-04
"Baeolophus bicolor",36.1754188,-97.0749781,2017-03-20
"Baeolophus bicolor",43.0369013,-71.9400215,2014-02-20
"Baeolophus bicolor",39.433631,-76.6468327,2013-05-27
"Baeolophus bicolor",41.582213,-83.768019,2015-03-24
"Baeolophus bicolor",43.413767,-73.5432637,2017-12-23
"Baeolophus bicolor",33.735509,-79.488085,2017-04-30
"Baeolophus bicolor",41.2193442,-73.1264108,2015-07-25
"Baeolophus bicolor",35.49154,-82.986814,2015-03-23
"Baeolophus bicolor",32.2751,-82.3089,2016-06-05
"Baeolophus bicolor",38.9141647,-94.4012395,2017-02-26
"Baeolophus bicolor",33.3784661,-84.6112531,2015-09-03
"Baeolophus bicolor",43.1932721,-71.8113184,2015-02-15
"Baeolophus bicolor",35.68926,-81.361673,2017-09-05
"Baeolophus bicolor",30.563813,-84.2691278,2016-04-22
"Baeolophus bicolor",37.1981722,-76.483874,2015-11-25
"Baeolophus bicolor",36.5303045,-87.3234353,2014-05-11
"Baeolophus bicolor",41.9113796,-73.1168032,2014-01-02
"Baeolophus bicolor",42.2404169,-83.7072694,2017-06-18
"Baeolophus bicolor",39.2693577,-77.9143202,2017-02-16
"Baeolophus bicolor",40.077019,-77.59148,2016-05-13
"Baeolophus bicolor",41.4871662,-72.2466275,2015-07-31
"Baeolophus bicolor",40.8662761,-80.0954819,2015-08-17
"Baeolophus bicolor",40.6609078,-79.2674349,2015-04-27
"Baeolophus bicolor",42.0016327,-70.8429122,2015-11-12
"Baeolophus bicolor",43.0628681,-77.5785828,2017-05-23
"Baeolophus bicolor",37.4303645,-77.4869585,2015-03-05
"Baeolophus bicolor",39.2119478,-96.5023278,2017-08-17
"Baeolophus bicolor",30.510429,-81.458948,2017-03-20
"Baeolophus bicolor",30.567336,-95.245187,2016-03-24
"Baeolophus bicolor",38.21353,-85.71194,2014-02-08
"Baeolophus bicolor",36.0278561,-86.4968258,2016-02-23
"Baeolophus bicolor",41.8558283,-83.9397656,2017-04-24
"Baeolophus bicolor",44.2388349,-73.1432551,2017-08-23
"Baeolophus bicolor",32.835987,-79.807256,2017-11-22
"Baeolophus bicolor",40.1507536,-88.1613511,2017-06-14
"Baeolophus bicolor",40.462601,-86.9042896,2016-04-21
"Baeolophus bicolor",41.327772,-78.375315,2017-09-24
"Baeolophus bicolor",40.7779742,-78.1089842,2016-11-11
"Baeolophus bicolor",34.7533099,-92.3235434,2017-06-09
"Baeolophus bicolor",39.881244,-74.9476288,2016-02-20
"Baeolophus bicolor",28.6433213,-81.3952053,2015-04-14
"Baeolophus bicolor",36.28884,-94.16552,2016-05-31
"Baeolophus bicolor",42.5520845,-73.7279069,2016-05-17
"Baeolophus bicolor",39.0328627,-86.6622765,2016-02-15
"Baeolophus bicolor",39.0970287,-76.8926239,2016-05-20
"Baeolophus bicolor",43.0199606,-76.8057632,2017-02-28
"Baeolophus bicolor",40.2034236,-74.939096,2017-03-31
"Baeolophus bicolor",28.5985818,-81.7623568,2013-11-02
"Baeolophus bicolor",43.2826553,-76.8022361,2013-02-01
"Baeolophus bicolor",41.2055388,-80.3983784,2016-02-18
"Baeolophus bicolor",41.761684,-71.230151,2017-07-10
"Baeolophus bicolor",33.8507419,-83.4640534,2016-04-22
"Baeolophus bicolor",33.5045854,-94.5831616,2017-04-05
"Baeolophus bicolor",41.1481793,-85.0778675,2017-11-23
"Baeolophus bicolor",38.6060618,-92.9869754,2013-04-28
"Baeolophus bicolor",41.1485428,-74.1545177,2017-04-29
"Baeolophus bicolor",42.641506,-84.651347,2017-04-02
"Baeolophus bicolor",39.582833,-75.8669364,2013-12-01
"Baeolophus bicolor",41.24236,-85.854673,2016-04-27
"Baeolophus bicolor",41.3252637,-74.3362427,2016-01-03
"Baeolophus bicolor",40.2140793,-75.7314098,2014-02-17
"Baeolophus bicolor",40.9561984,-76.8945283,2016-01-23
"Baeolophus bicolor",41.7923452,-73.6592703,2014-03-21
"Baeolophus bicolor",34.4124195,-84.5426265,2013-07-17
"Baeolophus bicolor",40.63388,-75.95509,2014-06-06
"Baeolophus bicolor",34.0379556,-84.1047165,2014-02-17
"Baeolophus bicolor",40.0948492,-84.3528839,2016-02-09
"Baeolophus bicolor",39.6052087,-75.9770089,2017-07-21
"Baeolophus bicolor",42.8682486,-76.4244765,2013-01-25
"Baeolophus bicolor",44.4642496,-73.2172042,2017-05-11
"Baeolophus bicolor",33.842006,-84.71784,2017-02-26
"Baeolophus bicolor",42.73488,-85.41882,2014-06-13
"Baeolophus bicolor",44.3178456,-69.8788404,2016-05-21
"Baeolophus bicolor",43.3938757,-76.5057026,2016-02-11
"Baeolophus bicolor",28.85291,-81.37438,2016-05-07
"Baeolophus bicolor",43.80059,-91.0936113,2017-11-16
"Baeolophus bicolor",40.275338,-76.4126976,2017-10-08
"Baeolophus bicolor",39.6419087,-86.8529695,2015-03-18
"Baeolophus bicolor",39.107309,-77.0397511,2013-10-19
"Baeolophus bicolor",45.0359694,-73.0430889,2015-11-14
"Baeolophus bicolor",42.60496,-71.2246281,2017-09-07
"Baeolophus bicolor",40.840954,-81.499866,2017-06-24
"Baeolophus bicolor",39.0553598,-76.5687009,2015-04-27
