scientificName,decimalLongitude,decimalLatitude
Baeolophus bicolor,-81.6133289,30.0646346
Baeolophus bicolor,-71.7836487,42.1847922
Baeolophus bicolor,-85.147895,30.942451
Baeolophus bicolor,-79.8483753,32.758529
Baeolophus bicolor,-75.135078,40.907011
Baeolophus bicolor,-94.700861,32.8384009
Baeolophus bicolor,-75.4274887,39.8907262
Baeolophus bicolor,-82.194128,33.9818016
Baeolophus bicolor,-87.2894669,41.5340894
Baeolophus bicolor,-77.802884,38.810257
Baeolophus bicolor,-81.454801,35.462811
Baeolophus bicolor,-82.58981,35.678871
Baeolophus bicolor,-73.324362,42.458187
Baeolophus bicolor,-75.4008,42.070905
Baeolophus bicolor,-75.244484,41.024142
Baeolophus bicolor,-84.6441572,34.9060833
Baeolophus bicolor,-83.732272,41.631599
Baeolophus bicolor,-80.3171825,36.5402603
Baeolophus bicolor,-73.1310135,43.0546606
Baeolophus bicolor,-87.9127264,30.5076793
Baeolophus bicolor,-69.0090108,44.4218427
Baeolophus bicolor,-89.505379,42.65224
Baeolophus bicolor,-76.251083,37.842905
Baeolophus bicolor,-77.1074,39.030322
Baeolophus bicolor,-86.13676,42.7961483
Baeolophus bicolor,-80.5024481,34.4831418
Baeolophus bicolor,-93.1359,37.17504
Baeolophus bicolor,-80.647548,35.123669
Baeolophus bicolor,-86.3427168,41.8184031
Baeolophus bicolor,-74.8219156,39.3898921
Baeolophus bicolor,-75.785374,40.090248
Baeolophus bicolor,-75.82074,39.43958
Baeolophus bicolor,-83.848999,35.937563
Baeolophus bicolor,-82.5751038,35.6293831
Baeolophus bicolor,-72.433033,42.4379639
Baeolophus bicolor,-71.812749,42.737031
Baeolophus bicolor,-71.8168008,42.932787
Baeolophus bicolor,-82.441189,34.6519956
Baeolophus bicolor,-84.3013948,39.166536
Baeolophus bicolor,-86.3867645,39.3959656
Baeolophus bicolor,-84.4052124,34.9129625
Baeolophus bicolor,-77.0071456,38.996847
Baeolophus bicolor,-78.3701885,37.5502148
Baeolophus bicolor,-75.9981179,40.2469906
Baeolophus bicolor,-86.6901755,41.8323624
Baeolophus bicolor,-75.9711396,40.9884018
Baeolophus bicolor,-83.9871311,43.8812388
Baeolophus bicolor,-80.4148579,42.73327
Baeolophus bicolor,-81.7896456,32.4210513
Baeolophus bicolor,-76.7616865,39.1512036
Baeolophus bicolor,-68.430233,44.5034843
Baeolophus bicolor,-79.69252,39.99756
Baeolophus bicolor,-77.6882744,39.2170933
Baeolophus bicolor,-86.2272221,41.9891239
Baeolophus bicolor,-78.829969,36.553064
Baeolophus bicolor,-71.6354063,42.0769673
Baeolophus bicolor,-71.5035832,41.4496132
Baeolophus bicolor,-80.6649631,37.0540081
Baeolophus bicolor,-78.7377048,42.3789314
Baeolophus bicolor,-82.5226061,29.6934282
Baeolophus bicolor,-72.551904,41.551263
Baeolophus bicolor,-71.496942,42.5495632
Baeolophus bicolor,-83.8164353,43.633757
Baeolophus bicolor,-77.7431524,37.4530362
Baeolophus bicolor,-81.02932,41.07379
Baeolophus bicolor,-74.130469,40.4014542
Baeolophus bicolor,-86.0933411,39.1970455
Baeolophus bicolor,-85.7984542,43.4197215
Baeolophus bicolor,-82.225129,41.2872152
Baeolophus bicolor,-83.9632487,41.9253075
Baeolophus bicolor,-82.1739686,39.8119046
Baeolophus bicolor,-70.815527,43.682487
Baeolophus bicolor,-75.5083721,41.8515376
Baeolophus bicolor,-83.7789059,42.670233
Baeolophus bicolor,-73.6442757,42.5531435
Baeolophus bicolor,-75.9861274,40.6740208
Baeolophus bicolor,-73.6801529,40.6511413
Baeolophus bicolor,-83.17103,31.31358
Baeolophus bicolor,-85.799724,30.71639
Baeolophus bicolor,-71.154284,44.105604
Baeolophus bicolor,-78.505099,40.0881771
Baeolophus bicolor,-86.67125,34.56061
Baeolophus bicolor,-79.5868566,37.459808
Baeolophus bicolor,-94.073442,38.97312
Baeolophus bicolor,-84.4410548,34.4673647
Baeolophus bicolor,-77.9842186,34.2077563
Baeolophus bicolor,-73.7056339,41.1485649
Baeolophus bicolor,-79.9449831,40.8643298
Baeolophus bicolor,-76.7145681,39.6725611
Baeolophus bicolor,-73.8318479,41.7968319
Baeolophus bicolor,-79.4936,40.82897
Baeolophus bicolor,-79.5022738,41.0453187
Baeolophus bicolor,-81.655615,30.276178
Baeolophus bicolor,-81.7815399,33.2355288
Baeolophus bicolor,-97.875427,32.7565575
Baeolophus bicolor,-87.3646065,40.8368725
Baeolophus bicolor,-77.7998972,39.4624885
Baeolophus bicolor,-80.566121,35.8866304
Baeolophus bicolor,-87.029666,36.021482
Baeolophus bicolor,-71.6286869,42.7130532
Baeolophus bicolor,-82.2771692,28.5046638
Baeolophus bicolor,-76.801531,42.262566
Baeolophus bicolor,-77.0423126,39.9878454
Baeolophus bicolor,-77.052269,39.182772
Baeolophus bicolor,-86.77125,40.50198
Baeolophus bicolor,-82.43622,29.08858
Baeolophus bicolor,-77.2772876,43.2480127
Baeolophus bicolor,-84.8939197,34.658765
Baeolophus bicolor,-85.853125,41.896629
Baeolophus bicolor,-81.100652,25.804174
Baeolophus bicolor,-81.85199,34.4881
Baeolophus bicolor,-90.262065,38.068546
Baeolophus bicolor,-81.294533,34.095088
Baeolophus bicolor,-83.1992483,33.0800534
Baeolophus bicolor,-85.93721,36.2788
Baeolophus bicolor,-81.1443157,36.9622765
Baeolophus bicolor,-81.5271049,28.8472381
Baeolophus bicolor,-82.0568955,35.8973136
Baeolophus bicolor,-76.1419487,36.226204
Baeolophus bicolor,-87.7846751,35.7674791
Baeolophus bicolor,-80.6508708,35.7909088
Baeolophus bicolor,-79.0236618,35.8312311
Baeolophus bicolor,-90.6433341,38.6276586
Baeolophus bicolor,-84.1385365,33.3189817
Baeolophus bicolor,-83.215955,33.272523
Baeolophus bicolor,-77.6074175,40.6702414
Baeolophus bicolor,-81.3523972,41.1580348
Baeolophus bicolor,-83.086027,39.383844
Baeolophus bicolor,-83.8011307,41.444325
Baeolophus bicolor,-92.3465667,36.07855
Baeolophus bicolor,-86.5140831,36.1168342
Baeolophus bicolor,-73.3037692,42.8247036
Baeolophus bicolor,-75.5642653,40.1431746
Baeolophus bicolor,-82.7035969,28.0698757
Baeolophus bicolor,-95.8411423,32.7563582
Baeolophus bicolor,-83.396917,35.174829
Baeolophus bicolor,-81.4686025,33.9301088
Baeolophus bicolor,-76.2800503,38.7712666
Baeolophus bicolor,-72.2185338,42.5672113
Baeolophus bicolor,-68.232945,44.529786
Baeolophus bicolor,-75.4516622,40.0460253
Baeolophus bicolor,-77.06055,43.02254
Baeolophus bicolor,-72.3452998,41.34087
Baeolophus bicolor,-76.768149,34.982172
Baeolophus bicolor,-73.5763836,41.7400015
Baeolophus bicolor,-75.5367,38.2169
Baeolophus bicolor,-83.7182297,42.4699299
Baeolophus bicolor,-82.4354088,35.5483159
Baeolophus bicolor,-81.2107658,34.0697603
Baeolophus bicolor,-76.7228025,42.5458799
Baeolophus bicolor,-91.8456602,32.4781438
Baeolophus bicolor,-76.0780732,42.2995692
Baeolophus bicolor,-72.652861,41.464053
Baeolophus bicolor,-78.4355392,37.5455925
Baeolophus bicolor,-76.4411572,36.1174618
Baeolophus bicolor,-84.416657,34.133429
Baeolophus bicolor,-86.9276905,41.5643909
Baeolophus bicolor,-73.1432551,44.2388349
Baeolophus bicolor,-77.3918152,41.7757583
Baeolophus bicolor,-76.7214131,40.3124133
Baeolophus bicolor,-83.9711414,44.3945298
Baeolophus bicolor,-82.4500656,27.0919622
Baeolophus bicolor,-74.9618,38.93368
Baeolophus bicolor,-75.5071528,39.9857639
Baeolophus bicolor,-72.6911688,42.5096379
Baeolophus bicolor,-73.437531,41.5369002
Baeolophus bicolor,-75.6688982,39.7243837
Baeolophus bicolor,-74.1743591,39.8774657
Baeolophus bicolor,-86.053828,39.15009
Baeolophus bicolor,-76.3851101,41.5592587
Baeolophus bicolor,-83.8970317,36.0556745
Baeolophus bicolor,-77.7432919,40.326066
Baeolophus bicolor,-89.420726,31.311472
Baeolophus bicolor,-84.9846266,43.689506
Baeolophus bicolor,-80.8133698,35.081708
Baeolophus bicolor,-90.1964168,42.1946235
Baeolophus bicolor,-73.95388,42.83175
Baeolophus bicolor,-70.7572,42.1459
Baeolophus bicolor,-88.3685678,40.2266707
Baeolophus bicolor,-76.9962966,39.3918268
Baeolophus bicolor,-74.8866212,39.1144246
Baeolophus bicolor,-84.3618949,29.9731131
Baeolophus bicolor,-76.7233232,38.6098917
Baeolophus bicolor,-80.9696567,37.5215595
Baeolophus bicolor,-83.5775042,41.7762405
Baeolophus bicolor,-95.0506854,29.910417
Baeolophus bicolor,-94.849861,39.076727
Baeolophus bicolor,-90.516336,38.591097
Baeolophus bicolor,-84.2293128,37.6486329
Baeolophus bicolor,-79.1907092,35.8407965
Baeolophus bicolor,-81.5332693,41.3164165
Baeolophus bicolor,-77.354688,38.6140705
Baeolophus bicolor,-97.555193,30.000817
Baeolophus bicolor,-74.6126148,40.4563971
Baeolophus bicolor,-83.9352778,34.5697222
Baeolophus bicolor,-89.782009,43.074862
Baeolophus bicolor,-82.039032,29.0069393
Baeolophus bicolor,-84.2801456,37.5800221
Baeolophus bicolor,-87.3234353,36.5303045
Baeolophus bicolor,-86.6484028,30.4573814
Baeolophus bicolor,-82.126986,34.178551
Baeolophus bicolor,-82.7370403,42.0423982
Baeolophus bicolor,-87.0257837,33.2829297
Baeolophus bicolor,-72.3152679,41.8270311
Baeolophus bicolor,-76.4326143,37.0366805
Baeolophus bicolor,-75.6647092,40.4092125
Baeolophus bicolor,-82.1287134,35.2729082
Baeolophus bicolor,-81.1060524,35.2348235
Baeolophus bicolor,-72.806857,42.618433
Baeolophus bicolor,-83.9397656,41.8558283
Baeolophus bicolor,-89.413844,30.65713
Baeolophus bicolor,-82.233094,36.564986
Baeolophus bicolor,-79.5101166,33.1435882
Baeolophus bicolor,-89.9499607,43.5190752
Baeolophus bicolor,-73.3476019,42.0794249
Baeolophus bicolor,-80.0961041,41.1459414
Baeolophus bicolor,-89.048911,37.7562895
Baeolophus bicolor,-76.2175504,42.1710091
Baeolophus bicolor,-86.487391,36.3523917
Baeolophus bicolor,-88.162929,31.852181
Baeolophus bicolor,-76.7808697,40.3042072
Baeolophus bicolor,-84.1162583,39.0033969
Baeolophus bicolor,-80.1568884,40.5352231
Baeolophus bicolor,-78.2004958,37.0658577
Baeolophus bicolor,-91.1425781,40.7293076
Baeolophus bicolor,-85.685309,40.642473
Baeolophus bicolor,-80.2169221,36.0281877
Baeolophus bicolor,-76.5803289,40.969635
Baeolophus bicolor,-73.2387042,44.558399
Baeolophus bicolor,-95.58161,32.446616
Baeolophus bicolor,-78.1368574,43.3231479
Baeolophus bicolor,-77.01783,40.40417
Baeolophus bicolor,-85.69173,43.27832
Baeolophus bicolor,-81.738121,36.2450943
Baeolophus bicolor,-94.69221,37.06773
Baeolophus bicolor,-84.232873,30.388805
Baeolophus bicolor,-77.436801,43.262715
Baeolophus bicolor,-80.5184421,36.1111978
Baeolophus bicolor,-84.33707,31.43746
Baeolophus bicolor,-81.35202,28.50626
Baeolophus bicolor,-78.625775,35.668614
Baeolophus bicolor,-89.6363354,43.1944141
Baeolophus bicolor,-82.7716477,36.0904534
Baeolophus bicolor,-95.662308,37.534044
Baeolophus bicolor,-85.555203,30.336508
Baeolophus bicolor,-70.8167553,41.727936
Baeolophus bicolor,-72.8329645,41.5932817
Baeolophus bicolor,-92.9839545,34.4440838
Baeolophus bicolor,-94.6273727,39.2366714
Baeolophus bicolor,-81.8674745,33.3965664
Baeolophus bicolor,-73.2164126,43.7135322
Baeolophus bicolor,-82.2238228,34.8265923
Baeolophus bicolor,-83.215333,42.287465
Baeolophus bicolor,-81.6517639,35.2691682
Baeolophus bicolor,-73.375433,41.460105
Baeolophus bicolor,-82.872418,37.4317464
Baeolophus bicolor,-76.417647,43.371754
Baeolophus bicolor,-81.8338966,27.875766
Baeolophus bicolor,-75.0467598,39.9562671
Baeolophus bicolor,-82.2428386,36.3534148
Baeolophus bicolor,-87.1979626,39.701775
Baeolophus bicolor,-73.895164,43.264772
Baeolophus bicolor,-76.0181739,36.8553832
Baeolophus bicolor,-90.6584501,38.7384524
Baeolophus bicolor,-86.276,35.443
Baeolophus bicolor,-80.332011,35.875595
Baeolophus bicolor,-77.7928162,38.6876537
Baeolophus bicolor,-81.491352,41.629411
Baeolophus bicolor,-76.090887,39.3109959
Baeolophus bicolor,-96.0953522,32.2479056
Baeolophus bicolor,-81.7013311,35.7444215
Baeolophus bicolor,-73.7828351,42.96589
Baeolophus bicolor,-95.9046149,29.469964
Baeolophus bicolor,-84.8481878,42.8606128
Baeolophus bicolor,-87.2145,39.01592
Baeolophus bicolor,-76.7785603,39.369092
Baeolophus bicolor,-86.668436,41.784446
Baeolophus bicolor,-82.6690185,29.7446403
Baeolophus bicolor,-82.6596788,40.7056905
Baeolophus bicolor,-91.7645073,36.7112287
Baeolophus bicolor,-76.3257033,39.9865543
Baeolophus bicolor,-76.613986,39.093503
Baeolophus bicolor,-78.8916475,36.0211364
Baeolophus bicolor,-84.4570568,30.6830279
Baeolophus bicolor,-89.3850392,37.787225
Baeolophus bicolor,-84.6589568,42.486482
Baeolophus bicolor,-83.9689712,33.8695166
Baeolophus bicolor,-77.4753767,39.1642866
Baeolophus bicolor,-75.5587023,41.4932299
Baeolophus bicolor,-97.10277,32.969409
Baeolophus bicolor,-82.2271729,34.7528965
Baeolophus bicolor,-74.5136333,40.165568
Baeolophus bicolor,-78.7641769,42.8329318
Baeolophus bicolor,-74.4926262,41.0014072
Baeolophus bicolor,-92.752,36.5245
Baeolophus bicolor,-84.7366047,42.2387807
Baeolophus bicolor,-71.5978885,42.336656
Baeolophus bicolor,-81.4155579,31.0999818
Baeolophus bicolor,-82.2608185,38.7380173
Baeolophus bicolor,-83.9279133,34.3508193
Baeolophus bicolor,-86.5358734,38.7759005
Baeolophus bicolor,-86.8353637,34.1454355
Baeolophus bicolor,-88.838749,35.663408
Baeolophus bicolor,-92.4132854,39.0558904
Baeolophus bicolor,-88.082407,36.438123
Baeolophus bicolor,-86.1412678,44.266473
Baeolophus bicolor,-84.3098035,33.9791893
Baeolophus bicolor,-83.6055975,42.6772931
Baeolophus bicolor,-73.7630754,41.0483332
Baeolophus bicolor,-80.9775075,39.6132858
